code,iso,country,year,ACCESS,ACSAT,AGSUB,AZE,CHMORT,CLIMATE,CO2GDPd1,CO2GDPd2,CO2KWH,FORCH,FSOC,HAP,MPAEEZ,PACOVD,PACOVW,PM25,PM25EXBL,POPS,TCEEZ,WASTECXN,WATSUP,EH_AirQuality,EH_HealthImpacts,EH_WaterSanitation,EV_Agriculture,EV_BiodiversityHabitat,EV_ClimateEnergy,EV_Fisheries,EV_Forests,EV_WaterResources,EH,EV,EPI
268,GEO,Georgia,2006,100,57.42,100,NA,77.22,45.43,40.32,42.22,51.9,84.12,0,52.8,0,44.53,44.24,93.13,74.1,12,0,0,53.52,73.34,77.22,55.47,56,29.59,45.43,0,84.12,0,68.68,29.97,45.45
276,DEU,Germany,2006,100,100,21.52,NA,98.91,62.77,65.24,27.82,58.26,31.35,7.14,95,100,100,100,70.37,40.65,92,18.46,95.18,100,68.67,98.91,100,56.76,100,62.77,12.8,31.35,95.18,89.19,71.74,78.72
288,GHA,Ghana,2006,54.6,0,51.51,0,31,27.3,70.71,36.71,8.41,10.81,38.07,13.2,0,78.03,59.02,100,89.57,84,34.47,10.25,27.57,67.59,31,13.79,67.76,34.26,27.3,36.27,10.81,10.25,37.46,26.05,30.61
300,GRC,Greece,2006,100,80.54,23.31,0,100,59.79,60.38,33.91,61.66,22.83,48.81,95,73.35,80.35,80.01,87.49,64.03,84,30.23,87.33,94.71,82.17,100,87.62,53.66,58.43,59.79,39.52,22.83,87.33,89.93,60.31,72.16
308,GRD,Grenada,2006,86.8,49.81,100,0,72.9,4.14,22.86,0,NA,NA,0,95.6,0,11.18,3.77,100,100,0,0,11.37,54.04,98.53,72.9,51.92,50,3.74,4.14,0,-911,11.37,74.45,8.12,34.66
320,GTM,Guatemala,2006,80.8,28.02,100,20,55.02,64.18,60,56.98,78.52,0,10.6,42.2,76.26,79.73,52.68,100,98.2,80,43.78,5.37,44.63,80.13,55.02,36.32,90,57.17,64.18,27.19,0,5.37,57.16,38.9,46.2
324,GIN,Guinea,2006,18.4,0.72,100,100,15.39,NA,NA,NA,NA,17.25,13.74,2.6,0,39.78,24.24,100,93.88,80,30.28,0.75,17.71,65.49,15.39,9.22,90,41,-911,22.01,17.25,0.75,30.03,25.15,27.11
624,GNB,Guinea-Bissau,2006,55.8,0.48,100,NA,12.56,NA,NA,NA,NA,13.81,7.41,2.4,NA,89.87,99.36,100,99.28,4,42.19,0,12.45,67.23,12.56,6.46,52,89.87,-911,24.8,13.81,0,28.75,38.57,34.64
328,GUY,Guyana,2006,76.8,33.64,100,NA,60.48,0.64,42.62,0,NA,63.12,40,89.8,0,12.2,10.58,100,100,72,30.41,0,47.27,96.6,60.48,40.46,86,7.59,0.64,35.21,63.12,0,65.85,16.19,36.05
332,HTI,Haiti,2006,32.8,2.96,100,0,28.45,NA,NA,NA,NA,23.64,0,7.8,0,1.59,2.76,100,99.64,4,0,0,13.01,69.15,28.45,7.99,52,1.09,-911,0,23.64,0,35.19,6.98,18.27
340,HND,Honduras,2006,79.4,25.8,100,80,49.23,48.29,43.61,50.93,43.04,6.17,5.11,46.2,65.41,82.16,79.69,100,99.64,84,49.17,15.54,34.15,81.95,49.23,29.98,92,76.81,48.29,27.14,6.17,15.54,53.72,43.09,47.34
348,HUN,Hungary,2006,100,99.99,21.41,NA,94.77,66.87,75.68,44.03,73.08,100,NA,97,NA,29.57,29.57,56.73,28.06,84,NA,58.62,100,60.6,94.77,99.99,52.7,29.57,66.87,-911,100,58.62,85.12,57.11,68.31
352,ISL,Iceland,2006,100,100,0,NA,98.76,71.31,57.21,42.29,99.77,NA,7.89,95,68.38,65.08,79.21,100,100,96,23.81,51.94,100,98.33,98.76,100,48,70.89,71.31,15.85,-911,51.94,99.03,58.36,74.63
356,IND,India,2006,69.8,4.76,17.89,32,44.98,35.24,51.47,26.89,51.91,35.07,22.11,36.8,60.79,27.61,36.33,35.39,7.55,92,18.14,10.49,36.22,26.58,44.98,20.49,54.94,39.18,35.24,20.12,35.07,10.49,30.68,29.49,29.97
360,IDN,Indonesia,2006,91.6,13.58,23.81,54,62.36,45.25,53.88,42.98,49.45,7.75,40.84,43.4,83.01,81.79,86.73,100,78.42,76,25.62,0.02,28.66,73.94,62.36,21.12,49.9,76.38,45.25,33.23,7.75,0.02,52.47,37.01,43.19
364,IRN,Iran,2006,98,59.71,100,0,57.57,36.73,28.76,32.13,46.18,84.12,34.58,98.8,73.54,40.3,34.39,100,84.17,84,28.64,2.77,55.12,94.32,57.57,57.42,92,37.06,36.73,31.61,84.12,2.77,69.77,35.31,49.1
368,IRQ,Iraq,2006,96.4,31.64,100,NA,66.49,36.03,14.6,37.84,37.02,NA,NA,98.4,NA,0,0,79.59,56.12,0,NA,8.29,30.14,78.03,66.49,30.89,50,0,36.03,-911,-911,8.29,58.47,16.98,33.57
372,IRL,Ireland,2006,100,83.96,11.86,NA,98.45,75.01,70.69,6.08,84.84,100,6.32,95,35.49,10.36,10.36,100,100,88,25.94,87.47,96.61,98.33,98.45,90.29,49.93,18.74,75.01,16.13,100,87.47,95.69,59.41,73.92
376,ISR,Israel,2006,100,100,30.17,0,95.23,41.86,31.85,38.6,61.48,NA,0,95,43.16,70.9,38.37,87.14,64.03,4,0,88.4,100,82.06,95.23,100,17.09,38.11,41.86,0,-911,88.4,92.43,47.72,65.6
380,ITA,Italy,2006,100,27.03,27,100,100,63.41,53.69,62.07,82.59,55.41,31.4,95,93.07,60.61,60.67,70.1,50.72,80,37.4,91.44,100,71.94,100,63.51,53.5,78.59,63.41,34.4,55.41,91.44,78.48,70.01,73.4
388,JAM,Jamaica,2006,90,31.81,100,100,68.82,76.98,16.38,90,60.32,18.52,0,84.2,75.05,81.34,95.67,100,100,84,0,10,50.91,94.73,68.82,41.36,92,88.02,76.98,0,18.52,10,68.31,50.2,57.44
392,JPN,Japan,2006,100,100,0,43,96.78,43.54,43.59,34.45,43.51,55.41,26.86,95,72.56,87.8,90.78,85.25,61.87,92,25.37,71.26,100,80.71,96.78,100,46,73.53,43.54,26.12,55.41,71.26,92.49,57.53,71.52
400,JOR,Jordan,2006,99.4,74.28,NA,NA,76.02,65.68,69.19,65.47,65.75,NA,NA,98.8,NA,8.39,6.93,95.86,82.73,84,NA,42.3,63.36,92.46,76.02,68.82,84,8.39,65.68,-911,-911,42.3,79.1,41.62,56.61
398,KAZ,Kazakhstan,2006,98.8,69.88,16.63,NA,65.19,43.49,29.46,39.81,59.37,74.82,NA,87.8,NA,14.11,19.58,100,92.45,44,NA,30.5,57.25,93.42,65.19,63.56,30.31,14.11,43.49,-911,74.82,30.5,74.06,34.47,50.31
404,KEN,Kenya,2006,19.8,3.98,70.67,50,29.18,NA,NA,NA,NA,15.46,16.67,20,74.33,71.68,64.66,100,100,84,68.87,0.52,9.23,73.33,29.18,6.6,77.33,65.17,-911,42.77,15.46,0.52,36.37,34.82,35.44
296,KIR,Kiribati,2006,54.8,6.85,100,NA,51.36,NA,NA,NA,NA,NA,6.25,50.4,100,100,100,100,100,12,66.87,27.06,12.7,83.47,51.36,9.77,56,100,-911,36.56,-911,27.06,48.2,58.8,54.56
414,KWT,Kuwait,2006,92.8,100,NA,NA,78.62,42.23,40.39,0,46.4,NA,0,95,0,11.71,11.71,75.35,58.99,92,0,43,83.38,76.45,78.62,91.69,92,7.8,42.23,0,-911,43,82.25,30.95,51.47
417,KGZ,Kyrgyzstan,2006,100,54.22,100,0,56.28,NA,NA,NA,NA,68.23,NA,63.2,NA,20.21,21.83,100,89.93,88,NA,4.2,36.53,84.38,56.28,45.37,94,15.77,-911,-911,68.23,4.2,62.01,25.41,40.05
418,LAO,Laos,2006,58,10.43,100,NA,48.82,NA,NA,NA,NA,13.28,NA,4.4,NA,93.85,96.92,64.1,40.29,60,NA,0,10.39,36.26,48.82,10.41,80,93.85,-911,-911,13.28,0,31.83,44.29,39.31
428,LVA,Latvia,2006,100,30.36,20.75,NA,87.3,53.27,66.42,0,62.58,3.3,0,91.8,85.5,100,100,97.15,78.78,92,0,49.62,77.15,89.24,87.3,53.75,56.38,95.17,53.27,0,3.3,49.62,76.77,52.66,62.3
422,LBN,Lebanon,2006,98,77.38,100,NA,87.61,40.43,68.34,12.17,56.53,74.82,0,100,0,2.56,2.56,84.23,64.03,80,0,15.08,100,82.75,87.61,88.69,90,1.71,40.43,0,74.82,15.08,86.35,26.29,50.31
426,LSO,Lesotho,2006,12.2,3.24,100,NA,29.72,NA,NA,NA,NA,NA,NA,39,NA,1.3,1.3,100,100,12,NA,0.3,25.3,79.67,29.72,14.27,56,1.3,-911,-911,-911,0.3,41.22,5.82,19.98
430,LBR,Liberia,2006,2.8,0.28,100,0,29.22,NA,NA,NA,NA,20.58,11.11,2,0,10.35,6.19,100,99.28,92,47.7,0,16.26,67.09,29.22,8.27,96,4.13,-911,29.41,20.58,0,34.86,14.44,22.61
434,LBY,Libya,2006,100,66.55,NA,NA,78.66,46.61,59.07,8.59,60.08,NA,22.92,99.6,0,0.63,2.03,95.45,78.78,12,59.49,18.08,7.88,91.28,78.66,37.22,12,0.89,46.61,41.21,-911,18.08,69.05,23.46,41.7
440,LTU,Lithuania,2006,100,40.31,17.58,NA,88.53,51.02,70.02,17.71,42.59,23.64,0,90.6,94.78,85.77,85.77,77.73,55.4,96,0,45.82,47.13,74.58,88.53,43.72,56.79,88.78,51.02,0,23.64,45.82,68.94,51.61,58.54
442,LUX,Luxembourg,2006,100,100,19.25,NA,95.7,56.75,65.21,54.4,39.86,33.76,NA,95,NA,100,100,81.49,62.59,92,NA,95,100,79.69,95.7,100,55.62,100,56.75,-911,33.76,95,91.8,76.77,82.78
807,MKD,Macedonia,2006,97.4,46.89,100,NA,100,54.41,90,53.19,53.4,25.34,NA,64.6,NA,20.49,29.76,67.83,39.57,88,NA,3.74,87.64,57.33,100,67.27,94,20.49,54.41,-911,25.34,3.74,74.87,29.88,47.87
450,MDG,Madagascar,2006,12.8,0,52.33,43,35.96,NA,NA,NA,NA,7.75,0,2,57.52,18.25,16.82,100,100,84,0,0.53,2.75,67.33,35.96,1.37,68.17,33.9,-911,0,7.75,0.53,34.89,17.06,24.19
454,MWI,Malawi,2006,7.4,11.75,100,100,21.95,NA,NA,NA,NA,0,NA,2.6,NA,94.62,72.89,100,100,68,NA,0,21.08,67.53,21.95,16.41,84,87.81,-911,-911,0,0,35.3,40.24,38.26
458,MYS,Malaysia,2006,97.8,62.23,59.59,100,90.14,40.24,37.59,49.44,31.68,1.68,58.42,96.8,73.49,100,100,89.93,70.14,80,13.7,8.64,90.9,85.62,90.14,76.57,69.8,93.37,40.24,36.06,1.68,8.64,84.11,42.83,59.34
466,MLI,Mali,2006,17,1.59,100,NA,6.63,NA,NA,NA,NA,NA,NA,2.8,NA,14.3,19.92,100,100,16,NA,0,8.88,67.6,6.63,5.24,58,14.3,-911,-911,-911,0,26.49,11.77,17.66
470,MLT,Malta,2006,100,100,23.78,NA,84.4,55.32,52.53,60.01,59.41,NA,0,95,42.88,100,100,100,100,4,0,37.01,100,98.33,84.4,100,13.89,80.96,55.32,0,-911,37.01,94.24,48.91,67.04
478,MRT,Mauritania,2006,16.8,2.82,100,NA,25.27,NA,NA,NA,NA,NA,12.28,38,92.2,3.16,2.54,100,100,12,30.86,0,4.16,79.33,25.27,3.49,56,32.63,-911,21.57,-911,0,36.03,20.18,26.52
480,MUS,Mauritius,2006,99.6,46.19,NA,100,82.45,29.91,24.23,32.39,NA,100,13.91,97.2,18.17,28.32,28.32,100,100,92,94.36,5.44,90.68,99.07,82.45,68.44,92,43.7,29.91,54.13,100,5.44,83.32,39.78,57.19
