code,iso,country,year,ACCESS,ACSAT,AGSUB,AZE,CHMORT,CLIMATE,CO2GDPd1,CO2GDPd2,CO2KWH,FORCH,FSOC,HAP,MPAEEZ,PACOVD,PACOVW,PM25,PM25EXBL,POPS,TCEEZ,WASTECXN,WATSUP,EH_AirQuality,EH_HealthImpacts,EH_WaterSanitation,EV_Agriculture,EV_BiodiversityHabitat,EV_ClimateEnergy,EV_Fisheries,EV_Forests,EV_WaterResources,EH,EV,EPI
96,BRN,Brunei Darussalam,2010,73,47.6,NA,NA,99.42,21.73,0,16,64.57,36.46,21.05,95,NA,100,100,100,99.28,68,72.62,37.84,100,98.09,99.42,73.8,68,100,21.73,46.83,36.46,37.84,90.44,51.62,67.15
100,BGR,Bulgaria,2010,100,100,64.05,NA,86.89,48.18,90,45.22,39.47,84.12,0,93,6.55,100,100,83.7,61.15,92,0,28.86,90.36,79.28,86.89,95.18,78.03,68.85,48.18,0,84.12,28.86,87.12,48.79,64.12
854,BFA,Burkina Faso,2010,13,0.87,100,NA,11.99,NA,NA,NA,NA,NA,NA,8,NA,83.75,83.75,100,100,76,NA,0.02,25.03,69.33,11.99,12.95,88,83.75,-911,-911,-911,0.02,31.43,46.08,40.22
108,BDI,Burundi,2010,5,11.78,100,NA,17.27,NA,NA,NA,NA,22.83,NA,4,NA,30.29,30.5,100,90.65,76,NA,0,21.12,64.88,17.27,16.45,88,30.29,-911,-911,22.83,0,32.87,21.93,26.31
116,KHM,Cambodia,2010,31,5.05,100,NA,51.22,NA,NA,NA,NA,0,0,11,36.78,100,100,100,94.24,28,0,0,14.08,68.41,51.22,9.57,64,78.93,-911,0,0,0,43.07,30.58,35.57
120,CMR,Cameroon,2010,49,10.94,100,62,21.61,62.13,41.76,63.79,58.84,43.06,0,25,0,55.56,65.11,100,94.24,84,0,0,21.11,73.08,21.61,16.03,92,45.67,62.13,0,43.06,0,36.91,35.86,36.28
124,CAN,Canada,2010,100,96.02,26.37,50,100,59.85,53.78,29.2,72.18,16.64,15.23,95,76.28,49.33,58.01,100,96.4,96,28.87,80.42,95.74,97.13,100,95.88,61.19,58.4,59.85,22.05,16.64,80.42,97.67,56.6,73.03
132,CPV,Cape Verde,2010,67,17.73,100,0,75.26,45.04,40.29,45.15,NA,NA,16.67,68,0,14.64,14.64,100,100,84,66.07,19.4,38.82,89.33,75.26,28.27,92,7.32,45.04,41.37,-911,19.4,64.29,29.64,43.5
140,CAF,Central African Republic,2010,9,5.75,100,NA,14.45,NA,NA,NA,NA,43.06,NA,4,NA,97,97.02,100,93.88,80,NA,0,15.49,65.96,14.45,10.62,90,97,-911,-911,43.06,0,30.34,50.85,42.65
148,TCD,Chad,2010,4,0,78.28,NA,14.05,NA,NA,NA,NA,NA,NA,12,NA,55.34,51.22,100,99.64,72,NA,0,5.57,70.55,14.05,2.79,75.14,55.34,-911,-911,-911,0,29.13,31.99,30.84
152,CHL,Chile,2010,100,76.46,44.99,40,90.52,35.92,53.08,32.93,12.23,100,18.64,94,92.62,60.64,47.39,100,95.32,92,25.52,68.85,75.46,96.44,90.52,75.96,68.49,60.16,35.92,22.08,100,68.85,87.64,56.86,69.17
156,CHN,China,2010,100,19.63,15.71,54,77.7,65.16,39.29,75,51.83,25.34,20.03,54,67.76,64.33,80.41,1.91,0,52,9.21,18.18,46.05,18.64,77.7,32.84,33.85,66.63,65.16,14.62,25.34,18.18,43.06,43.18,43.13
170,COL,Colombia,2010,97,29.46,13.01,56,61.85,43.49,64.68,36.3,48.1,26.24,12.91,86,99.14,89.05,76.54,100,99.64,92,55.42,4.6,49.34,95.21,61.85,39.4,52.51,80.18,43.49,34.17,26.24,4.6,65.49,40.73,50.64
174,COM,Comoros,2010,48,6.3,100,0,33.14,NA,NA,NA,NA,68.23,0,29,0,0,0,100,100,16,96.52,3.96,57.25,76.33,33.14,31.77,58,0,-911,48.26,68.23,3.96,47.08,20.72,31.26
178,COG,Congo,2010,37,1.03,NA,NA,25.85,59.88,55.48,90,0.01,47.23,0,23,88.53,55,55.34,100,97.12,92,0,0.18,19.46,73.37,25.85,10.24,92,66.29,59.88,0,47.23,0.18,36.49,40.91,39.14
188,CRI,Costa Rica,2010,99,54.9,100,100,89.47,38.46,46.55,34.42,38.81,19.87,28.57,94,74.46,94.44,89.28,100,100,80,47.93,0.9,63.03,98,89.47,58.96,90,89.55,38.46,38.25,19.87,0.9,82.14,42.54,58.38
384,CIV,Cote d'Ivoire,2010,59,2.64,100,67,27.57,49.3,48.32,53.16,41.59,0,15.18,22,57.94,100,100,100,98.56,60,53.64,0.6,26.66,73.52,27.57,14.65,80,81.23,49.3,34.41,0,0.6,38.58,40.22,39.57
191,HRV,Croatia,2010,100,76.94,25.98,NA,95.43,63.26,72.63,42.91,63.39,63.12,16.1,92,85.5,71.94,55.18,86.84,68.71,96,23.89,13.23,78.39,82.51,95.43,77.66,60.99,70.87,63.26,19.99,63.12,13.23,85.2,48.2,63
192,CUB,Cuba,2010,100,49.8,NA,50,92.45,16.93,0,14.87,23.47,100,14.2,91,82.84,37.17,54.24,100,100,84,49.27,9.19,51.61,97,92.45,50.7,84,56.06,16.93,31.74,100,9.19,80.05,37.92,54.77
196,CYP,Cyprus,2010,100,100,29.1,NA,99.89,61.92,64.92,46.81,57.34,35.07,18.25,95,31.08,100,100,95.97,69.06,88,43.79,9.44,100,86.68,99.89,100,58.55,77.03,61.92,31.02,35.07,9.44,95.52,46.63,66.19
203,CZE,Czech Republic,2010,100,99.87,33.85,NA,100,65.82,77.62,30.98,54.43,45.05,NA,100,NA,98.35,98.41,79.41,54.68,96,NA,75.68,95.96,78.03,100,97.91,64.93,98.35,65.82,-911,45.05,75.68,91.98,75.24,81.93
180,COD,Dem. Rep. Congo,2010,15,4.54,100,0,10.21,NA,NA,NA,NA,26.24,NA,7,NA,59.59,59.49,94.48,75.18,16,NA,0,3.94,58.89,10.21,4.24,58,44.66,-911,-911,26.24,0,24.44,25.67,25.18
208,DNK,Denmark,2010,100,100,35.4,NA,100,67.22,68.22,45.65,65.31,18.52,9.09,95,53.74,74.74,74.74,100,88.49,92,7.02,93.45,100,94.5,100,100,63.7,67.74,67.22,8.06,18.52,93.45,98.17,62.95,77.03
262,DJI,Djibouti,2010,50,17.58,NA,0,29.86,NA,NA,NA,NA,NA,0,87,61.78,0.01,0.01,100,92.45,84,0,0,48.16,93.15,29.86,32.87,84,15.45,-911,0,-911,0,51.96,12.4,28.23
212,DMA,Dominica,2010,91,33.04,100,100,72.84,27.95,44.51,25.36,NA,NA,0,99,0,80.06,85.12,100,100,12,0,2.99,54.92,99.67,72.84,43.98,56,66.29,27.95,0,-911,2.99,72.16,30.12,46.94
214,DOM,Dominican Republic,2010,98,33.98,9.38,100,77.2,44.06,90,39.28,45.65,5.79,22.71,93,98.96,75.78,97.03,100,100,96,53.62,5.9,29.52,97.67,77.2,31.75,52.69,92.94,44.06,38.16,5.79,5.9,68.87,42.76,53.2
218,ECU,Ecuador,2010,97,50.73,100,84,70.68,54.66,48.8,51.28,61.75,28.15,27.15,98,100,91.85,76.5,100,99.64,92,46.27,6.4,45.01,99.21,70.68,47.87,96,88.09,54.66,36.71,28.15,6.4,72.59,48.57,58.18
818,EGY,Egypt,2010,100,59.67,58.02,NA,65.1,61.05,25.37,74.42,35.25,NA,4.61,100,92.01,65.81,37.96,78.7,53.6,88,42.34,49.5,87.47,77.43,65.1,73.57,73.01,65.26,61.05,23.47,-911,49.5,72.03,55.5,62.11
222,SLV,El Salvador,2010,92,22.97,100,NA,70.86,58.24,50.76,44.52,85.44,9.9,21.05,78,64.03,5.55,3.98,100,100,68,42.91,0.62,41.66,92.67,70.86,32.31,84,24.52,58.24,31.98,9.9,0.62,65.28,29.23,43.65
226,GNQ,Equatorial Guinea,2010,29,44.18,NA,100,15.72,NA,NA,NA,NA,37.94,22.5,23,65.29,100,100,100,99.64,0,82.26,1.25,6.18,74.21,15.72,25.18,0,91.32,-911,52.38,37.94,1.25,38.37,42.9,41.09
232,ERI,Eritrea,2010,33,0,100,NA,44.38,NA,NA,NA,NA,NA,0,40,0,28.28,25.55,100,94.24,84,0,0,11.06,78.08,44.38,5.53,92,17.94,-911,0,-911,0,42.66,13.98,25.45
233,EST,Estonia,2010,100,60.6,34.38,NA,93.27,56.71,79.79,0,42.15,9.02,0,89,100,100,100,100,98.92,96,55.32,75.27,80.59,95.97,93.27,70.6,65.19,100,56.71,27.66,9.02,75.27,86.61,64.92,73.6
231,ETH,Ethiopia,2010,23,1.46,100,71,32.93,NA,NA,NA,NA,35.07,NA,2,NA,93.15,82.94,100,98.56,20,NA,0,4.46,66.85,32.93,2.96,60,83.78,-911,-911,35.07,0,34.25,42.24,39.04
242,FJI,Fiji,2010,56,41.01,100,40,71.27,65.71,21.24,67.16,NA,58.94,8.6,63,77.21,16.45,18.27,100,100,88,67.62,3.9,62.65,87.67,71.27,51.83,94,37.98,65.71,38.11,58.94,3.9,70.26,41.3,52.88
246,FIN,Finland,2010,100,100,33.55,NA,100,62.24,62.1,37.12,62.75,11.77,11.76,95,84.88,50.17,50.44,100,100,96,63.01,84.25,100,98.33,100,100,64.78,61.83,62.24,37.39,11.77,84.25,99.44,60.23,75.92
250,FRA,France,2010,100,100,35.48,0,100,49.83,55.72,43.07,38.23,37.94,0,95,50.38,80.81,86.62,95.39,78.06,92,0,83.8,100,89.48,100,100,63.74,54.45,49.83,0,37.94,83.8,96.49,54,71
266,GAB,Gabon,2010,82,5.46,NA,NA,36.01,56.67,90,79.52,1.77,58.94,26.77,74,77.49,86.49,84.84,100,98.92,12,31.2,0,37.94,90.97,36.01,21.7,12,82.94,56.67,28.98,58.94,0,49.56,44.3,46.4
270,GMB,Gambia,2010,31,21.45,100,NA,21.47,NA,NA,NA,NA,NA,0,9,52.56,23.96,34.64,100,100,84,0,0.4,40.95,69.67,21.47,31.2,92,37.05,-911,0,-911,0.4,40.78,21.48,29.2
268,GEO,Georgia,2010,100,55.19,100,NA,78.56,45.43,40.32,42.22,51.9,84.12,0,54,0,44.53,44.24,95.45,75.9,12,0,0,68.55,75.12,78.56,61.87,56,29.59,45.43,0,84.12,0,71.85,29.97,46.72
276,DEU,Germany,2010,100,100,34.88,NA,100,62.77,65.24,27.82,58.26,31.35,8.33,95,100,100,100,85.25,62.95,92,18.46,95.18,100,81.07,100,100,63.44,100,62.77,13.4,31.35,95.18,93.69,72.13,80.76
288,GHA,Ghana,2010,61,0,100,0,32.83,27.3,70.71,36.71,8.41,10.81,27.6,16,0,78.03,59.02,100,91.37,84,34.47,10.25,35.41,69.12,32.83,17.71,92,34.26,27.3,31.03,10.81,10.25,39.88,26.74,32
300,GRC,Greece,2010,100,80.67,31.95,0,100,59.79,60.38,33.91,61.66,22.83,25.29,95,74.1,95.73,96.11,92.46,75.18,84,30.23,87.33,94.79,87.55,100,87.73,57.97,66.49,59.79,27.76,22.83,87.33,91.76,61.36,73.52
308,GRD,Grenada,2010,88,49.81,100,0,74.97,4.14,22.86,0,NA,NA,0,100,0,11.18,3.77,100,100,0,0,11.37,54.04,100,74.97,51.93,50,3.74,4.14,0,-911,11.37,75.63,8.12,35.13
320,GTM,Guatemala,2010,82,31.21,100,20,57.07,64.18,60,56.98,78.52,0,25.93,43,76.26,80.11,53.82,100,99.28,88,43.78,5.37,50.84,80.76,57.07,41.03,94,57.55,64.18,34.85,0,5.37,59.62,39.96,47.82
324,GIN,Guinea,2010,20,1.14,100,100,17.25,NA,NA,NA,NA,17.25,11.48,3,0,39.78,24.24,100,99.64,88,30.28,0.75,20.55,67.55,17.25,10.84,94,41,-911,20.88,17.25,0.75,31.88,25.27,27.91
624,GNB,Guinea-Bissau,2010,57,1.15,100,NA,13.88,NA,NA,NA,NA,13.81,11.2,2,NA,89.87,99.36,100,100,12,42.19,0,17.56,67.33,13.88,9.35,56,89.87,-911,26.7,13.81,0,30.19,39.09,35.53
328,GUY,Guyana,2010,78,35.8,100,NA,63.35,0.64,42.62,0,NA,63.12,4.19,93,0,29.98,26,100,99.64,84,30.41,0,53.38,97.55,63.35,44.59,92,18.66,0.64,17.3,63.12,0,68.5,17.47,37.88
332,HTI,Haiti,2010,34,3.27,100,0,31.58,NA,NA,NA,NA,23.64,0,9,0,1.59,2.76,100,100,4,0,0,13.37,69.67,31.58,8.32,52,1.09,-911,0,23.64,0,36.52,6.98,18.8
340,HND,Honduras,2010,81,30.99,100,80,51.73,48.29,43.61,50.93,43.04,6.17,9.09,49,65.41,82.16,79.69,100,99.64,84,49.17,15.54,38.97,82.88,51.73,34.98,92,76.81,48.29,29.13,6.17,15.54,56.53,43.29,48.59
348,HUN,Hungary,2010,100,99.99,34.36,NA,96.35,66.87,75.68,44.03,73.08,100,NA,95,NA,29.57,29.57,74.56,46.4,92,NA,58.62,100,71.99,96.35,99.99,63.18,29.57,66.87,-911,100,58.62,89.44,57.69,70.39
352,ISL,Iceland,2010,100,100,4.43,NA,97.59,71.31,57.21,42.29,99.77,NA,10.18,95,68.38,85.77,91.53,100,100,96,23.81,51.94,100,98.33,97.59,100,50.22,81.9,71.31,16.99,-911,51.94,98.64,61.66,76.45
356,IND,India,2010,75,5.9,24.79,32,48.88,35.24,51.47,26.89,51.91,35.07,28.95,42,60.79,27.61,36.33,29.47,0,92,18.14,10.49,43.98,23.82,48.88,24.94,58.4,39.18,35.24,23.54,35.07,10.49,32.55,30.01,31.03
360,IDN,Indonesia,2010,94,15.6,19.7,54,66.1,45.25,53.88,42.98,49.45,7.75,29.28,45,88.31,82.14,87.06,100,87.05,84,25.62,0.02,31.67,77.35,66.1,23.63,51.85,77.88,45.25,27.45,7.75,0.02,55.69,36.9,44.42
364,IRN,Iran,2010,98,85.42,100,0,62.44,36.73,28.76,32.13,46.18,84.12,12.61,100,73.54,40.3,34.39,98.53,79.86,84,28.64,2.77,57.57,92.79,62.44,71.49,92,37.06,36.73,20.62,84.12,2.77,75.58,34.21,50.76
368,IRQ,Iraq,2010,98,35.35,100,NA,70.75,36.03,14.6,37.84,37.02,NA,NA,100,NA,0,0,68.96,35.61,0,NA,8.29,32.65,68.19,70.75,34,50,0,36.03,-911,-911,8.29,57.65,16.98,33.24
372,IRL,Ireland,2010,100,84.17,32.82,NA,100,75.01,70.69,6.08,84.84,100,9.6,95,35.49,10.36,10.36,100,100,96,25.94,87.47,96.69,98.33,100,90.43,64.41,18.74,75.01,17.77,100,87.47,96.25,60.3,74.68
376,ISR,Israel,2010,100,100,22.32,0,97.26,41.86,31.85,38.6,61.48,NA,0,95,45.01,71.69,40.06,90.19,64.39,4,0,88.4,100,83.19,97.26,100,13.16,39.19,41.86,0,-911,88.4,93.48,47.8,66.07
380,ITA,Italy,2010,100,27.03,33.34,100,100,63.41,53.69,62.07,82.59,55.41,10.67,95,93.19,62.69,63.18,83.56,67.27,80,37.4,91.44,100,81.94,100,63.51,56.67,79.77,63.41,24.03,55.41,91.44,81.82,69.43,74.39
388,JAM,Jamaica,2010,92,31.98,100,100,71.51,76.98,16.38,90,60.32,18.52,0,89,75.13,81.34,95.67,100,100,92,0,10,50.57,96.33,71.51,41.28,96,88.04,76.98,0,18.52,10,69.71,50.41,58.13
392,JPN,Japan,2010,100,100,0.59,43,98.35,43.54,43.59,34.45,43.51,55.41,23.05,95,72.56,87.8,90.78,88.67,67.63,92,25.37,71.26,100,83.77,98.35,100,46.29,73.53,43.54,24.21,55.41,71.26,94.04,57.36,72.03
400,JOR,Jordan,2010,99,75.61,NA,NA,78.38,65.68,69.19,65.47,65.75,NA,NA,100,NA,8.52,7.5,92.68,67.99,84,NA,42.3,62.41,86.89,78.38,69.01,84,8.52,65.68,-911,-911,42.3,78.09,41.66,56.23
398,KAZ,Kazakhstan,2010,100,70.61,21.38,NA,66.11,43.49,29.46,39.81,59.37,74.82,NA,91,NA,14.11,19.58,100,96.04,52,NA,30.5,56.38,95.68,66.11,63.5,36.69,14.11,43.49,-911,74.82,30.5,75.1,34.83,50.93
404,KEN,Kenya,2010,23,4.26,100,50,32.2,NA,NA,NA,NA,15.46,3.85,20,74.33,76.82,68.24,100,100,84,68.87,0.52,11.05,73.33,32.2,7.65,92,67.35,-911,36.36,15.46,0.52,37.73,35.66,36.49
296,KIR,Kiribati,2010,56,7.48,100,NA,56.14,NA,NA,NA,NA,NA,6.98,54,100,100,100,100,100,12,66.87,27.06,14.38,84.67,56.14,10.93,56,100,-911,36.92,-911,27.06,50.58,58.86,55.55
414,KWT,Kuwait,2010,94,100,NA,NA,80.01,42.23,40.39,0,46.4,NA,0,95,78.63,27.37,27.37,66.73,39.57,92,0,43,83.38,67.1,80.01,91.69,92,44.46,42.23,0,-911,43,79.6,41.14,56.52
417,KGZ,Kyrgyzstan,2010,100,54.32,100,0,55.94,NA,NA,NA,NA,68.23,NA,66,NA,20.21,21.83,100,94.24,88,NA,4.2,39.88,86.75,55.94,47.1,94,15.77,-911,-911,68.23,4.2,63.26,25.41,40.55
418,LAO,Laos,2010,66,16.04,100,NA,54.4,NA,NA,NA,NA,13.28,NA,4,NA,93.85,96.92,65.9,42.81,60,NA,0,15.82,37.57,54.4,15.93,80,93.85,-911,-911,13.28,0,35.97,44.29,40.96
428,LVA,Latvia,2010,100,30.33,34.1,NA,90.9,53.27,66.42,0,62.58,3.3,0,95,85.5,100,100,100,84.17,92,0,49.62,77.06,93.06,90.9,53.7,63.05,95.17,53.27,0,3.3,49.62,79.22,53,63.49
422,LBN,Lebanon,2010,100,77.38,100,NA,90.76,40.43,68.34,12.17,56.53,74.82,0,100,0,2.56,2.56,85.89,64.39,80,0,15.08,100,83.43,90.76,88.69,90,1.71,40.43,0,74.82,15.08,87.63,26.29,50.82
426,LSO,Lesotho,2010,17,3.37,100,NA,33.66,NA,NA,NA,NA,NA,NA,39,NA,1.3,1.3,100,100,12,NA,0.3,24.64,79.67,33.66,14.01,56,1.3,-911,-911,-911,0.3,42.45,5.82,20.47
430,LBR,Liberia,2010,4,0.92,100,0,34.23,NA,NA,NA,NA,20.58,14.63,2,0,10.35,6.19,100,100,92,47.7,0,20.24,67.33,34.23,10.58,96,4.13,-911,31.17,20.58,0,37.38,14.68,23.76
434,LBY,Libya,2010,100,66.58,NA,NA,80.9,46.61,59.07,8.59,60.08,NA,13.43,100,0,0.63,2.03,100,93.88,12,59.49,18.08,7.88,97.96,80.9,37.23,12,0.89,46.61,36.46,-911,18.08,72.03,22.94,42.57
440,LTU,Lithuania,2010,100,40.39,33.92,NA,92.2,51.02,70.02,17.71,42.59,23.64,0,93,100,87.71,87.71,88.36,67.99,96,0,45.82,47.22,83.12,92.2,43.81,64.96,91.81,51.02,0,23.64,45.82,73.04,52.77,60.88
442,LUX,Luxembourg,2010,100,100,32.6,NA,95.18,56.75,65.21,54.4,39.86,33.76,NA,95,NA,100,100,100,84.53,92,NA,95,100,93.18,95.18,100,62.3,100,56.75,-911,33.76,95,96.12,77.14,84.73
807,MKD,Macedonia,2010,99,48.7,100,NA,100,54.41,90,53.19,53.4,25.34,NA,67,NA,27.54,46.85,84.71,65.47,88,NA,3.74,90.92,72.39,100,69.81,94,27.54,54.41,-911,25.34,3.74,80.73,31.84,51.4
450,MDG,Madagascar,2010,14,0,100,43,39.99,NA,NA,NA,NA,7.75,0,2,64.48,18.55,17.97,100,100,84,0,0.53,4.43,67.33,39.99,2.22,92,36,-911,0,7.75,0.53,36.51,19.34,26.21
454,MWI,Malawi,2010,9,12.93,100,100,26.14,NA,NA,NA,NA,0,NA,3,NA,94.62,72.89,100,100,76,NA,0,29.13,67.67,26.14,21.03,88,87.81,-911,-911,0,0,38.28,40.54,39.64
458,MYS,Malaysia,2010,99,62.44,35.35,100,94.17,40.24,37.59,49.44,31.68,1.68,29.67,100,73.49,100,100,100,83.09,80,13.7,8.64,91.75,94.36,94.17,77.09,57.68,93.37,40.24,21.68,1.68,8.64,88.54,40.78,59.89
466,MLI,Mali,2010,17,1.94,100,NA,8.61,NA,NA,NA,NA,NA,NA,2,NA,14.3,19.92,100,100,16,NA,0,13.15,67.33,8.61,7.55,58,14.3,-911,-911,-911,0,27.83,11.77,18.2
470,MLT,Malta,2010,100,100,30.91,NA,85.29,55.32,52.53,60.01,59.41,NA,0,95,42.88,100,100,100,100,4,0,37.01,100,98.33,85.29,100,17.45,80.96,55.32,0,-911,37.01,94.54,49.11,67.28
478,MRT,Mauritania,2010,18,3.45,100,NA,26.18,NA,NA,NA,NA,NA,11.61,42,92.2,3.16,2.54,100,100,12,30.86,0,5.55,80.67,26.18,4.5,56,32.63,-911,21.23,-911,0,37.12,20.12,26.92
480,MUS,Mauritius,2010,100,47.33,NA,100,86.85,29.91,24.23,32.39,NA,100,6.67,100,18.17,28.32,28.32,100,100,92,94.36,5.44,93.99,100,86.85,70.66,92,43.7,29.91,50.51,100,5.44,85.84,39.41,57.98
484,MEX,Mexico,2010,99,36.43,29.82,37,75.41,51.35,60.05,27.12,73.66,19.87,12.39,86,82.89,62.93,66.46,99.81,78.78,80,33.28,37.45,53.16,88.2,75.41,44.79,54.91,62.32,51.35,22.84,19.87,37.45,69.47,44.8,54.66
498,MDA,Moldova,2010,99,38.42,100,NA,75.29,63.16,81.55,49.64,90,100,NA,89,NA,7.51,7.14,83.94,62.23,48,NA,34.15,61.2,78.39,75.29,49.81,74,7.51,63.16,-911,100,34.15,67.83,44.34,53.74
496,MNG,Mongolia,2010,86,13.14,100,100,64.65,25.06,69.66,9.81,54.19,0,NA,28,NA,69.27,59.41,100,100,76,NA,19.8,33.23,76,64.65,23.19,88,73.25,25.06,-911,0,19.8,54.61,37.7,44.46
