code,iso,country,year,ACCESS,ACSAT,AGSUB,AZE,CHMORT,CLIMATE,CO2GDPd1,CO2GDPd2,CO2KWH,FORCH,FSOC,HAP,MPAEEZ,PACOVD,PACOVW,PM25,PM25EXBL,POPS,TCEEZ,WASTECXN,WATSUP,EH_AirQuality,EH_HealthImpacts,EH_WaterSanitation,EV_Agriculture,EV_BiodiversityHabitat,EV_ClimateEnergy,EV_Fisheries,EV_Forests,EV_WaterResources,EH,EV,EPI
100,BGR,Bulgaria,2008,100,100,56.91,NA,85.92,48.18,90,45.22,39.47,84.12,0,91.8,6.55,100,100,78.65,53.96,92,0,28.86,91.01,74.8,85.92,95.5,74.45,68.85,48.18,0,84.12,28.86,85.41,48.61,63.33
854,BFA,Burkina Faso,2008,11.8,0.55,100,NA,10.91,NA,NA,NA,NA,NA,NA,6.8,NA,83.75,83.75,100,100,76,NA,0.02,21.52,68.93,10.91,11.03,88,83.75,-911,-911,-911,0.02,30.29,46.08,39.77
108,BDI,Burundi,2008,4.8,11.43,100,NA,16.54,NA,NA,NA,NA,22.83,NA,3.6,NA,30.29,30.5,100,94.6,76,NA,0,20.76,66.07,16.54,16.1,88,30.29,-911,-911,22.83,0,32.9,21.93,26.32
116,KHM,Cambodia,2008,28.2,4.15,100,NA,48.81,NA,NA,NA,NA,0,0,10,36.78,100,100,100,94.24,28,0,0,11.45,68.08,48.81,7.8,64,78.93,-911,0,0,0,41.56,30.58,34.97
120,CMR,Cameroon,2008,48.4,10.89,100,62,20.53,62.13,41.76,63.79,58.84,43.06,0,23.4,0,54.09,63.97,100,95.68,76,0,0,19.77,73.03,20.53,15.33,88,45.02,62.13,0,43.06,0,36.3,35.49,35.81
124,CAN,Canada,2008,100,95.99,32.26,50,99.51,59.85,53.78,29.2,72.18,16.64,17.89,95,74.7,49.03,57.79,100,92.45,96,28.87,80.42,95.7,95.82,99.51,95.84,64.13,57.88,59.85,23.38,16.64,80.42,97.06,56.75,72.87
132,CPV,Cape Verde,2008,65.4,15.89,100,0,72.73,45.04,40.29,45.15,NA,NA,12.09,66.6,0,14.64,14.64,100,100,12,66.07,19.4,36.82,88.87,72.73,26.35,56,7.32,45.04,39.08,-911,19.4,62.65,27.39,41.49
140,CAF,Central African Republic,2008,8.4,5.73,100,NA,13.19,NA,NA,NA,NA,43.06,NA,3.6,NA,97,97.02,100,87.05,80,NA,0,15.39,63.55,13.19,10.56,90,97,-911,-911,43.06,0,29.1,50.85,42.15
148,TCD,Chad,2008,3.6,0,78.28,NA,13.02,NA,NA,NA,NA,NA,NA,10.4,NA,55.34,51.22,100,99.64,72,NA,0,5.12,70.01,13.02,2.56,75.14,55.34,-911,-911,-911,0,28.53,31.99,30.6
152,CHL,Chile,2008,99.6,68.71,44.09,40,89.56,35.92,53.08,32.93,12.23,100,20.43,92.4,71.68,59.7,46.14,100,94.96,92,25.52,68.85,70.89,95.79,89.56,69.8,68.04,54.38,35.92,22.97,100,68.85,85.05,55.49,67.31
156,CHN,China,2008,99.6,17.34,100,54,79.74,65.16,39.29,75,51.83,25.34,17.68,52.6,67.76,64.33,80.41,0.04,0,52,9.21,18.18,41.5,17.55,79.74,29.42,76,66.63,65.16,13.45,25.34,18.18,42.24,45.17,44
170,COL,Colombia,2008,96.2,28.58,19.21,56,60.77,43.49,64.68,36.3,48.1,26.24,11.94,85,99.08,89.05,76.54,100,99.64,92,55.42,4.6,48.17,94.88,60.77,38.38,55.61,80.17,43.49,33.68,26.24,4.6,64.68,40.84,50.37
174,COM,Comoros,2008,47.4,6.29,100,0,32.18,NA,NA,NA,NA,68.23,9.09,27.4,0,0,0,100,100,16,96.52,3.96,57.27,75.8,32.18,31.78,58,0,-911,52.81,68.23,3.96,46.59,21.33,31.43
178,COG,Congo,2008,33.8,1.14,NA,NA,24.22,59.88,55.48,90,0.01,47.23,0,21.2,88.53,55,55.34,100,94.6,60,0,0.18,19.23,71.93,24.22,10.19,60,66.29,59.88,0,47.23,0.18,35.45,39.31,37.77
188,CRI,Costa Rica,2008,98.2,53.71,100,100,88.6,38.46,46.55,34.42,38.81,19.87,28.57,92.6,74.46,94.44,89.28,100,100,80,47.93,0.9,61.81,97.53,88.6,57.76,90,89.55,38.46,38.25,19.87,0.9,81.3,42.54,58.04
384,CIV,Cote d'Ivoire,2008,57.4,2.51,100,67,26.51,49.3,48.32,53.16,41.59,0,11.26,21.4,57.94,100,100,100,98.2,60,53.64,0.6,26.15,73.2,26.51,14.33,80,81.23,49.3,32.45,0,0.6,38.02,40.03,39.22
191,HRV,Croatia,2008,100,76.9,25.98,NA,95.22,63.26,72.63,42.91,63.39,63.12,13.19,90.4,85.5,69.89,54.12,82.33,57.55,96,23.89,13.23,78.25,76.76,95.22,77.57,60.99,69.84,63.26,18.54,63.12,13.23,83.19,47.8,61.95
192,CUB,Cuba,2008,99.4,47.61,NA,50,91.77,16.93,0,14.87,23.47,100,10.71,91.6,78.59,36.57,51.31,100,100,84,49.27,9.19,49.9,97.2,91.77,48.76,84,54.12,16.93,29.99,100,9.19,79.24,37.26,54.05
196,CYP,Cyprus,2008,100,100,23.93,NA,98.97,61.92,64.92,46.81,57.34,35.07,18.65,95,31.08,100,100,94.31,68.35,88,43.79,9.44,100,85.88,98.97,100,55.96,77.03,61.92,31.22,35.07,9.44,94.95,46.52,65.89
203,CZE,Czech Republic,2008,100,99.87,29.93,NA,100,65.82,77.62,30.98,54.43,45.05,NA,98.8,NA,98.34,98.41,77.95,52.16,96,NA,75.68,95.96,76.3,100,97.92,62.96,98.34,65.82,-911,45.05,75.68,91.41,75.13,81.64
180,COD,Dem. Rep. Congo,2008,13.4,4.1,100,0,9.5,NA,NA,NA,NA,26.24,NA,6,NA,58.64,58.54,93.57,74.82,16,NA,0,3.74,58.13,9.5,3.92,58,43.94,-911,-911,26.24,0,23.85,25.4,24.78
208,DNK,Denmark,2008,100,100,30.84,NA,100,67.22,68.22,45.65,65.31,18.52,11.2,95,51.22,72.45,72.45,100,85.25,92,7.02,93.45,100,93.42,100,100,61.42,65.38,67.22,9.11,18.52,93.45,97.81,62.35,76.53
262,DJI,Djibouti,2008,49.2,17.62,NA,0,28.36,NA,NA,NA,NA,NA,0,87,61.78,0.01,0.01,100,96.76,84,0,0,42.88,94.59,28.36,30.25,84,15.45,-911,0,-911,0,51.07,12.4,27.87
212,DMA,Dominica,2008,90.4,33.04,100,100,71.79,27.95,44.51,25.36,NA,NA,0,95.2,0,80.06,85.12,100,100,12,0,2.99,54.92,98.4,71.79,43.98,56,66.29,27.95,0,-911,2.99,71.39,30.12,46.63
214,DOM,Dominican Republic,2008,96.8,33.06,100,100,76.58,44.06,90,39.28,45.65,5.79,26.11,90.4,98.96,75.78,97.03,100,100,96,53.62,5.9,30.72,96.8,76.58,31.89,98,92.94,44.06,39.86,5.79,5.9,68.42,45.19,54.48
218,ECU,Ecuador,2008,96.2,46.24,100,84,69.77,54.66,48.8,51.28,61.75,28.15,32.09,95.8,100,91.85,76.5,100,98.92,92,46.27,6.4,41.66,98.24,69.77,43.95,96,88.09,54.66,39.18,28.15,6.4,70.65,48.82,57.55
818,EGY,Egypt,2008,99.6,59.65,100,NA,63.15,61.05,25.37,74.42,35.25,NA,3.39,99.8,91.74,65.69,37.92,67.83,39.21,88,42.34,49.5,79.86,68.95,63.15,69.75,94,65.11,61.05,22.86,-911,49.5,67.28,56.56,60.85
222,SLV,El Salvador,2008,91.2,21.77,100,NA,69.3,58.24,50.76,44.52,85.44,9.9,26.32,75.4,64.03,3.6,2.89,100,100,68,42.91,0.62,39.32,91.8,69.3,30.55,84,23.51,58.24,34.61,9.9,0.62,63.88,29.24,43.1
226,GNQ,Equatorial Guinea,2008,28.4,44.18,NA,100,14.19,NA,NA,NA,NA,37.94,17.48,22.6,65.29,100,100,100,100,0,82.26,1.25,6.18,74.2,14.19,25.18,0,91.32,-911,49.87,37.94,1.25,37.86,42.57,40.68
232,ERI,Eritrea,2008,32.8,0,100,NA,42.35,NA,NA,NA,NA,NA,0,37.6,0,28.28,25.55,100,94.24,84,0,0,11.06,77.28,42.35,5.53,92,17.94,-911,0,-911,0,41.72,13.98,25.07
233,EST,Estonia,2008,100,60.6,31.77,NA,92.39,56.71,79.79,0,42.15,9.02,0,87.6,100,100,100,100,93.17,96,55.32,75.27,80.59,93.59,92.39,70.59,63.89,100,56.71,27.66,9.02,75.27,85.52,64.86,73.12
231,ETH,Ethiopia,2008,21,0.85,19.45,71,30.29,NA,NA,NA,NA,35.07,NA,2.8,NA,93.15,82.94,100,98.2,20,NA,0,2.89,67,30.29,1.87,19.72,83.78,-911,-911,35.07,0,33.05,39.14,36.7
242,FJI,Fiji,2008,55.4,38.85,100,40,70.4,65.71,21.24,67.16,NA,58.94,7.61,61.6,77.21,16.45,18.27,100,100,88,67.62,3.9,59.9,87.2,70.4,49.38,94,37.98,65.71,37.62,58.94,3.9,68.99,41.25,52.35
246,FIN,Finland,2008,100,100,31.01,NA,100,62.24,62.1,37.12,62.75,11.77,11.76,95,84.86,49.99,50.26,100,98.92,96,63.01,84.25,100,97.97,100,100,63.5,61.7,62.24,37.39,11.77,84.25,99.32,60.14,75.81
250,FRA,France,2008,100,100,31.03,0,99.64,49.83,55.72,43.07,38.23,37.94,0,95,50.38,78.09,84.72,91,71.94,92,0,83.8,100,85.98,99.64,100,61.51,53.3,49.83,0,37.94,83.8,95.21,53.6,70.24
266,GAB,Gabon,2008,80.4,5.45,NA,NA,34.49,56.67,90,79.52,1.77,58.94,20.79,72,77.49,86.49,84.84,100,98.56,12,31.2,0,37.14,90.19,34.49,21.3,12,82.94,56.67,25.99,58.94,0,48.66,44,45.86
270,GMB,Gambia,2008,31.6,21.41,100,NA,20.54,NA,NA,NA,NA,NA,0,8,52.56,23.96,34.64,100,100,84,0,0.4,40.76,69.33,20.54,31.08,92,37.05,-911,0,-911,0.4,40.32,21.48,29.02
268,GEO,Georgia,2008,100,56.27,100,NA,77.77,45.43,40.32,42.22,51.9,84.12,0,53.4,0,44.53,44.24,94.93,75.9,12,0,0,59.88,74.74,77.77,58.08,56,29.59,45.43,0,84.12,0,70.2,29.97,46.06
276,DEU,Germany,2008,100,100,30.36,NA,99.83,62.77,65.24,27.82,58.26,31.35,6.59,95,100,100,100,83.18,60.43,92,18.46,95.18,100,79.54,99.83,100,61.18,100,62.77,12.53,31.35,95.18,93.12,71.93,80.41
288,GHA,Ghana,2008,57.8,0,100,0,32.03,27.3,70.71,36.71,8.41,10.81,27.91,14.6,0,78.03,59.02,100,96.04,84,34.47,10.25,31.24,70.21,32.03,15.62,92,34.26,27.3,31.19,10.81,10.25,39.29,26.75,31.77
300,GRC,Greece,2008,100,80.6,27.26,0,100,59.79,60.38,33.91,61.66,22.83,20.59,95,74.1,92.35,92.47,90.41,68.35,84,30.23,87.33,94.75,84.58,100,87.67,55.63,64.73,59.79,25.41,22.83,87.33,90.75,60.57,72.64
308,GRD,Grenada,2008,87.4,49.81,100,0,74,4.14,22.86,0,NA,NA,0,97.8,0,11.18,3.77,100,100,0,0,11.37,54.04,99.27,74,51.93,50,3.74,4.14,0,-911,11.37,75.06,8.12,34.9
320,GTM,Guatemala,2008,81.4,29.57,100,20,55.76,64.18,60,56.98,78.52,0,21.99,42.6,76.26,80.11,53.82,100,97.48,88,43.78,5.37,47.55,80.03,55.76,38.56,94,57.55,64.18,32.88,0,5.37,58.12,39.76,47.1
324,GIN,Guinea,2008,19.2,0.98,100,100,16.38,NA,NA,NA,NA,17.25,11.48,2.8,0,39.78,24.24,100,100,88,30.28,0.75,19.51,67.6,16.38,10.24,94,41,-911,20.88,17.25,0.75,31.41,25.27,27.73
624,GNB,Guinea-Bissau,2008,56.4,0.81,100,NA,13.24,NA,NA,NA,NA,13.81,8.22,2.2,NA,89.87,99.36,100,100,12,42.19,0,14.85,67.4,13.24,7.83,56,89.87,-911,25.21,13.81,0,29.49,38.89,35.13
328,GUY,Guyana,2008,77.4,34.69,100,NA,62.12,0.64,42.62,0,NA,63.12,0.58,91.4,0,29.98,26,100,100,84,30.41,0,50.13,97.13,62.12,42.41,92,18.66,0.64,15.5,63.12,0,67.22,17.29,37.26
332,HTI,Haiti,2008,33.4,3.12,100,0,29.95,NA,NA,NA,NA,23.64,0,8.4,0,1.59,2.76,100,100,4,0,0,13.23,69.47,29.95,8.17,52,1.09,-911,0,23.64,0,35.86,6.98,18.53
340,HND,Honduras,2008,80.2,28.27,100,80,50.32,48.29,43.61,50.93,43.04,6.17,6.67,47.6,65.41,82.16,79.69,100,99.64,84,49.17,15.54,36.48,82.41,50.32,32.37,92,76.81,48.29,27.92,6.17,15.54,55.04,43.17,47.92
348,HUN,Hungary,2008,100,99.99,33.43,NA,95.73,66.87,75.68,44.03,73.08,100,NA,96,NA,29.57,29.57,70.87,39.93,92,NA,58.62,100,68.93,95.73,99.99,62.71,29.57,66.87,-911,100,58.62,88.22,57.66,69.89
352,ISL,Iceland,2008,100,100,0.86,NA,97.86,71.31,57.21,42.29,99.77,NA,6.59,95,68.38,85.75,91.51,100,100,96,23.81,51.94,100,98.33,97.86,100,48.43,81.88,71.31,15.2,-911,51.94,98.73,61.36,76.31
356,IND,India,2008,72.4,5.33,100,32,47.24,35.24,51.47,26.89,51.91,35.07,19.27,39.4,60.79,27.61,36.33,30.52,2.52,92,18.14,10.49,39.81,24.15,47.24,22.57,96,39.18,35.24,18.7,35.07,10.49,31.32,31.41,31.37
360,IDN,Indonesia,2008,92.8,14.57,100,54,64.39,45.25,53.88,42.98,49.45,7.75,29.02,44.2,85.77,82.09,87.01,100,81.29,76,25.62,0.02,30.14,75.16,64.39,22.35,88,77.22,45.25,27.32,7.75,0.02,53.97,38.53,44.7
364,IRN,Iran,2008,98,69.09,100,0,60.2,36.73,28.76,32.13,46.18,84.12,8.96,99.4,73.54,40.3,34.39,96.85,77.7,84,28.64,2.77,56.36,91.32,60.2,62.73,92,37.06,36.73,18.8,84.12,2.77,71.41,34.03,48.98
368,IRQ,Iraq,2008,97.2,33.41,100,NA,69.03,36.03,14.6,37.84,37.02,NA,NA,99.2,NA,0,0,73.01,43.17,0,NA,8.29,31.35,71.79,69.03,32.38,50,0,36.03,-911,-911,8.29,57.73,16.98,33.28
372,IRL,Ireland,2008,100,84.06,25.31,NA,99.66,75.01,70.69,6.08,84.84,100,3.05,95,35.49,10.36,10.36,100,100,88,25.94,87.47,96.65,98.33,99.66,90.36,56.65,18.74,75.01,14.49,100,87.47,96.12,59.59,74.2
376,ISR,Israel,2008,100,100,19.65,0,96.27,41.86,31.85,38.6,61.48,NA,0,95,45.01,71.44,39.51,87.95,64.03,4,0,88.4,100,82.33,96.27,100,11.82,38.99,41.86,0,-911,88.4,92.87,47.67,65.75
380,ITA,Italy,2008,100,27.03,28.99,100,100,63.41,53.69,62.07,82.59,55.41,12.74,95,93.11,62.68,63.17,81.45,66.55,80,37.4,91.44,100,81,100,63.51,54.5,79.74,63.41,25.07,55.41,91.44,81.5,69.42,74.25
388,JAM,Jamaica,2008,91,31.9,100,100,70.26,76.98,16.38,90,60.32,18.52,0,86.6,75.05,81.34,95.67,100,100,92,0,10,50.73,95.53,70.26,41.31,96,88.02,76.98,0,18.52,10,69.04,50.4,57.85
392,JPN,Japan,2008,100,100,1.31,43,97.57,43.54,43.59,34.45,43.51,55.41,20.37,95,72.56,87.8,90.78,82.05,58.63,92,25.37,71.26,100,78.56,97.57,100,46.65,73.53,43.54,22.87,55.41,71.26,92.04,57.24,71.16
400,JOR,Jordan,2008,99.2,74.95,NA,NA,77.29,65.68,69.19,65.47,65.75,NA,NA,99.4,NA,8.39,6.93,95.57,76.62,84,NA,42.3,62.89,90.53,77.29,68.92,84,8.39,65.68,-911,-911,42.3,78.91,41.62,56.54
398,KAZ,Kazakhstan,2008,99.4,70.58,100,NA,65.62,43.49,29.46,39.81,59.37,74.82,NA,89.4,NA,14.11,19.58,100,96.4,52,NA,30.5,56.51,95.27,65.62,63.54,76,14.11,43.49,-911,74.82,30.5,74.81,37.01,52.13
404,KEN,Kenya,2008,21.4,4.12,100,50,30.61,NA,NA,NA,NA,15.46,5.94,20,74.33,75.86,67.48,100,100,84,68.87,0.52,10.13,73.33,30.61,7.12,92,66.92,-911,37.4,15.46,0.52,37.02,35.66,36.21
296,KIR,Kiribati,2008,55.4,7.16,100,NA,53.76,NA,NA,NA,NA,NA,9.45,52.2,100,100,100,100,100,12,66.87,27.06,13.52,84.07,53.76,10.34,56,100,-911,38.16,-911,27.06,49.39,59.05,55.18
414,KWT,Kuwait,2008,93.4,100,NA,NA,79.32,42.23,40.39,0,46.4,NA,0,95,0,11.71,11.71,70.06,44.96,92,0,43,83.38,70.01,79.32,91.69,92,7.8,42.23,0,-911,43,80.34,30.95,50.71
417,KGZ,Kyrgyzstan,2008,100,54.32,100,0,55.72,NA,NA,NA,NA,68.23,NA,64.6,NA,20.21,21.83,100,93.17,88,NA,4.2,39.88,85.92,55.72,47.1,94,15.77,-911,-911,68.23,4.2,62.91,25.41,40.41
418,LAO,Laos,2008,62,13.08,100,NA,51.87,NA,NA,NA,NA,13.28,NA,4.2,NA,93.85,96.92,73.37,50.72,60,NA,0,12.99,42.76,51.87,13.04,80,93.85,-911,-911,13.28,0,35.89,44.29,40.93
428,LVA,Latvia,2008,100,30.34,31.39,NA,89.54,53.27,66.42,0,62.58,3.3,0,93.4,85.5,100,100,99.51,78.78,92,0,49.62,77.1,90.56,89.54,53.72,61.69,95.17,53.27,0,3.3,49.62,77.94,52.93,62.93
422,LBN,Lebanon,2008,99,77.38,100,NA,89.42,40.43,68.34,12.17,56.53,74.82,0,100,0,2.56,2.56,83.37,60.43,80,0,15.08,100,81.27,89.42,88.69,90,1.71,40.43,0,74.82,15.08,86.46,26.29,50.36
426,LSO,Lesotho,2008,14.6,3.31,100,NA,31.37,NA,NA,NA,NA,NA,NA,39,NA,1.3,1.3,100,100,12,NA,0.3,24.97,79.67,31.37,14.14,56,1.3,-911,-911,-911,0.3,41.72,5.82,20.18
430,LBR,Liberia,2008,3.4,0.6,100,0,32.25,NA,NA,NA,NA,20.58,10.36,2,0,10.35,6.19,100,100,92,47.7,0,18.16,67.33,32.25,9.38,96,4.13,-911,29.03,20.58,0,36.32,14.39,23.16
434,LBY,Libya,2008,100,66.56,NA,NA,80,46.61,59.07,8.59,60.08,NA,10.71,99.8,0,0.63,2.03,100,92.81,12,59.49,18.08,7.88,97.54,80,37.22,12,0.89,46.61,35.1,-911,18.08,71.59,22.78,42.3
440,LTU,Lithuania,2008,100,40.37,31.11,NA,90.84,51.02,70.02,17.71,42.59,23.64,0,91.8,94.78,85.77,85.77,89.46,69.78,96,0,45.82,47.19,83.68,90.84,43.78,63.56,88.78,51.02,0,23.64,45.82,72.77,51.95,60.27
442,LUX,Luxembourg,2008,100,100,23.89,NA,95.65,56.75,65.21,54.4,39.86,33.76,NA,95,NA,100,100,94.19,67.27,92,NA,95,100,85.49,95.65,100,57.94,100,56.75,-911,33.76,95,93.71,76.9,83.63
807,MKD,Macedonia,2008,98.2,47.76,100,NA,100,54.41,90,53.19,53.4,25.34,NA,65.8,NA,24.13,38.59,71.54,44.6,88,NA,3.74,89.22,60.65,100,68.49,94,24.13,54.41,-911,25.34,3.74,76.38,30.89,49.09
450,MDG,Madagascar,2008,13.4,0,100,43,38.08,NA,NA,NA,NA,7.75,0,2,61.06,18.42,16.87,100,100,84,0,0.53,3.58,67.33,38.08,1.79,92,34.84,-911,0,7.75,0.53,35.74,18.96,25.67
454,MWI,Malawi,2008,8.2,12.33,100,100,24.1,NA,NA,NA,NA,0,NA,2.8,NA,94.62,72.89,100,100,68,NA,0,24.77,67.6,24.1,18.55,84,87.81,-911,-911,0,0,36.75,40.24,38.84
458,MYS,Malaysia,2008,98.4,62.34,100,100,92.44,40.24,37.59,49.44,31.68,1.68,25.75,98.4,73.49,100,100,100,83.81,80,13.7,8.64,91.34,94.07,92.44,76.84,90,93.37,40.24,19.72,1.68,8.64,87.78,42.2,60.44
466,MLI,Mali,2008,17,1.77,100,NA,7.59,NA,NA,NA,NA,NA,NA,2.4,NA,14.3,19.92,100,100,16,NA,0,10.92,67.47,7.59,6.34,58,14.3,-911,-911,-911,0,27.13,11.77,17.92
470,MLT,Malta,2008,100,100,26.73,NA,84.83,55.32,52.53,60.01,59.41,NA,0,95,42.88,100,100,100,100,4,0,37.01,100,98.33,84.83,100,15.37,80.96,55.32,0,-911,37.01,94.39,48.99,67.15
478,MRT,Mauritania,2008,17.4,3.21,100,NA,25.69,NA,NA,NA,NA,NA,8.97,40,92.2,3.16,2.54,100,100,12,30.86,0,5.07,80,25.69,4.14,56,32.63,-911,19.91,-911,0,36.61,19.92,26.6
480,MUS,Mauritius,2008,99.8,46.75,NA,100,84.8,29.91,24.23,32.39,NA,100,0,98.6,18.17,28.32,28.32,100,100,92,94.36,5.44,92.28,99.53,84.8,69.51,92,43.7,29.91,47.18,100,5.44,84.62,39.08,57.3
