code,iso,country,year,ACCESS,ACSAT,AGSUB,AZE,CHMORT,CLIMATE,CO2GDPd1,CO2GDPd2,CO2KWH,FORCH,FSOC,HAP,MPAEEZ,PACOVD,PACOVW,PM25,PM25EXBL,POPS,TCEEZ,WASTECXN,WATSUP,EH_AirQuality,EH_HealthImpacts,EH_WaterSanitation,EV_Agriculture,EV_BiodiversityHabitat,EV_ClimateEnergy,EV_Fisheries,EV_Forests,EV_WaterResources,EH,EV,EPI
36,AUS,Australia,2012,100,100,56.91,90,100,47.67,44.55,31.12,53.98,100,24.1,95,99.29,72.06,70.97,100,100,76,14.65,92.33,100,98.33,100,100,66.46,83.08,47.67,19.37,100,92.33,99.44,71.03,82.4
40,AUT,Austria,2012,100,100,38.98,NA,100,62.09,54.7,51.19,76.91,19.87,NA,95,NA,86.59,93.99,78.96,55.4,92,NA,79.05,100,76.45,100,100,65.49,86.59,62.09,-911,19.87,79.05,92.15,69.11,78.32
31,AZE,Azerbaijan,2012,100,34.08,100,NA,60.57,80.88,90,78.28,83.55,63.12,NA,93,NA,58.66,68.89,93.52,74.1,24,NA,13.15,27.24,86.87,60.57,30.66,62,58.66,80.88,-911,63.12,13.15,59.37,52.87,55.47
44,BHS,Bahamas,2012,88,42.49,NA,NA,71.19,0,0,0,NA,21.31,13.33,95,65.26,79.55,81.77,100,100,12,66.04,11.37,61.41,98.33,71.19,51.95,12,75.53,0,39.68,21.31,11.37,73.83,28.42,46.58
48,BHR,Bahrain,2012,94,86.81,NA,NA,81.63,39.57,32.21,26.74,56.9,NA,0,95,0,7.48,7.48,76.74,52.16,12,0,64.27,100,74.63,81.63,93.4,12,4.99,39.57,0,-911,64.27,83.22,30.9,51.83
50,BGD,Bangladesh,2012,55,14.12,100,NA,54.87,NA,NA,NA,NA,22.83,0,9,77.27,11.26,30.5,32.49,0,84,0,0,31,13.83,54.87,22.56,92,39.68,-911,0,22.83,0,30.42,22.4,25.61
52,BRB,Barbados,2012,88,49.79,NA,0,89.63,12.38,11,14.85,NA,NA,0,100,8.03,0.54,0.54,100,100,84,100,11.37,96.44,100,89.63,73.12,84,2.28,12.38,50,-911,11.37,87.58,17.45,45.5
112,BLR,Belarus,2012,100,53.4,100,NA,88.14,43.15,90,36.27,41.89,68.23,NA,100,NA,41.25,41.25,83.56,60.07,36,NA,86.45,93.92,81.21,88.14,73.66,68,41.25,43.15,-911,68.23,86.45,81,58.82,67.69
56,BEL,Belgium,2012,100,100,38.67,NA,99.65,64.47,61.8,35.28,70.09,23.64,0,95,0,86.34,86.34,72.29,42.09,92,0,60,100,69.79,99.65,100,65.33,57.56,64.47,0,23.64,60,89.82,51.14,66.61
84,BLZ,Belize,2012,88,46,100,NA,80.78,2.59,83.28,0,NA,4.69,0,88,96.15,99.93,99.67,100,100,84,0,2.28,78.99,96,80.78,62.49,92,98.58,2.59,0,4.69,2.28,79.76,30.93,50.46
204,BEN,Benin,2012,28,0.02,80.1,NA,24.65,NA,NA,NA,NA,NA,0,9,0,98.86,98.79,100,93.17,68,0,0.01,22.85,67.39,24.65,11.44,74.05,65.88,-911,0,-911,0.01,34.49,31.04,32.42
60,BMU,Bermuda,2012,100,NA,NA,33,NA,NA,NA,NA,NA,NA,13.46,NA,46.17,32.21,32.21,100,100,NA,94.58,0.21,0,NA,NA,NA,NA,35.9,NA,54.02,NA,0.21,NA,NA,NA
64,BTN,Bhutan,2012,72,9.92,100,NA,42.35,NA,NA,NA,NA,63.12,NA,60,NA,94.92,96.13,50.48,24.1,0,NA,0,68.04,44.86,42.35,38.98,50,94.92,-911,-911,63.12,0,42.07,50.06,46.86
68,BOL,Bolivia,2012,80,10.37,100,43,48.63,63.57,0,90,11.28,11.77,NA,71,NA,95.73,91.7,100,95.32,28,NA,11.3,38.56,88.77,48.63,24.46,64,81.04,63.57,-911,11.77,11.3,53.95,48.17,50.48
70,BIH,Bosnia and Herzegovina,2012,100,63.05,100,NA,91.03,31.71,34.14,17.86,57.95,100,NA,55,NA,2.5,2.5,87.39,66.19,12,NA,3.18,81.25,69.53,91.03,72.15,56,2.5,31.71,-911,100,3.18,77.57,24.61,45.79
72,BWA,Botswana,2012,43,19.15,NA,NA,56.09,16.57,61.98,11.37,6.12,NA,NA,63,NA,100,100,100,100,20,NA,0.95,65.57,87.67,56.09,42.36,20,100,16.57,-911,-911,0.95,62.04,37.98,47.6
76,BRA,Brazil,2012,99,32.68,61.01,30,68.59,53.82,52.02,26.19,79.65,10.81,20.09,94,81.04,82.4,73.54,100,98.92,88,29.28,10.87,68.19,97.64,68.59,50.44,74.51,66.74,53.82,24.68,10.81,10.87,72.22,40.13,52.97
92,VGB,British Virgin Islands,2012,NA,71.94,NA,0,NA,NA,NA,NA,NA,NA,0,NA,51.61,32.8,32.14,100,100,NA,0,6,56.46,NA,NA,64.2,NA,29.14,NA,0,NA,6,NA,NA,NA
96,BRN,Brunei Darussalam,2012,73,47.85,NA,NA,100,21.73,0,16,64.57,36.46,11.5,95,NA,100,100,100,88.85,68,72.62,37.84,100,94.62,100,73.93,68,100,21.73,42.06,36.46,37.84,89.51,51.14,66.49
100,BGR,Bulgaria,2012,100,100,71.24,NA,87.46,48.18,90,45.22,39.47,84.12,0,93,6.55,100,100,81.13,57.55,92,0,28.86,90.05,77.23,87.46,95.02,81.62,68.85,48.18,0,84.12,28.86,86.57,48.97,64.01
854,BFA,Burkina Faso,2012,13,1.04,100,NA,13.18,NA,NA,NA,NA,NA,NA,8,NA,83.75,83.75,100,100,76,NA,0.02,26.98,69.33,13.18,14.01,88,83.75,-911,-911,-911,0.02,32.17,46.08,40.52
108,BDI,Burundi,2012,5,11.96,100,NA,18.1,NA,NA,NA,NA,22.83,NA,4,NA,30.29,30.5,97.44,78.42,76,NA,0,21.3,59.95,18.1,16.63,88,30.29,-911,-911,22.83,0,31.56,21.93,25.78
116,KHM,Cambodia,2012,31,5.52,100,NA,52.86,NA,NA,NA,NA,0,0,11,36.78,100,100,100,83.45,28,0,0,15.52,64.82,52.86,10.52,64,78.93,-911,0,0,0,42.73,30.58,35.44
120,CMR,Cameroon,2012,49,11,100,62,22.91,62.13,41.76,63.79,58.84,43.06,0,25,0,55.56,65.11,100,96.4,92,0,0,21.34,73.8,22.91,16.17,96,45.67,62.13,0,43.06,0,37.63,36.06,36.68
124,CAN,Canada,2012,100,96.04,29.04,50,100,59.85,53.78,29.2,72.18,16.64,14.22,95,76.28,49.33,58.01,100,98.56,96,28.87,80.42,95.76,97.85,100,95.9,62.52,58.4,59.85,21.54,16.64,80.42,97.92,56.61,73.14
132,CPV,Cape Verde,2012,67,18.7,100,0,77.56,45.04,40.29,45.15,NA,NA,20.45,68,0,14.64,14.64,100,100,84,66.07,19.4,39.88,89.33,77.56,29.29,92,7.32,45.04,43.26,-911,19.4,65.4,29.85,44.07
136,CYM,Cayman Islands,2012,88,65.11,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,53.05,47.58,60.86,100,100,NA,0,NA,59.46,NA,NA,62.28,NA,53.83,NA,0,NA,NA,NA,NA,NA
140,CAF,Central African Republic,2012,9,5.76,100,NA,15.89,NA,NA,NA,NA,43.06,NA,4,NA,97,97.02,100,96.04,80,NA,0,15.56,66.68,15.89,10.66,90,97,-911,-911,43.06,0,31.08,50.85,42.94
148,TCD,Chad,2012,4,0,78.28,NA,15.25,NA,NA,NA,NA,NA,NA,12,NA,55.34,51.22,100,99.64,72,NA,0,5.81,70.55,15.25,2.91,75.14,55.34,-911,-911,-911,0,29.57,31.99,31.02
152,CHL,Chile,2012,100,81.52,42.78,40,91.71,35.92,53.08,32.93,12.23,100,21.19,94,92.62,60.64,47.39,100,96.4,92,25.52,68.85,77.95,96.8,91.71,79.74,67.39,60.16,35.92,23.35,100,68.85,89.42,56.94,69.93
156,CHN,China,2012,100,19.78,15.71,54,76.23,65.16,39.29,75,51.83,25.34,20.16,54,67.76,64.33,80.41,2.44,0,52,9.21,18.18,46.51,18.81,76.23,33.15,33.85,66.63,65.16,14.68,25.34,18.18,42.73,43.19,43
170,COL,Colombia,2012,97,29.91,13.01,56,63,43.49,64.68,36.3,48.1,26.24,9.5,86,99.14,89.25,77.22,100,99.28,92,55.42,4.6,49.94,95.09,63,39.92,52.51,80.4,43.49,32.46,26.24,4.6,66.01,40.62,50.77
174,COM,Comoros,2012,48,6.3,100,0,34.1,NA,NA,NA,NA,68.23,0,29,0,0,0,100,100,16,96.52,3.96,57.25,76.33,34.1,31.77,58,0,-911,48.26,68.23,3.96,47.4,20.72,31.39
178,COG,Congo,2012,37,0.97,NA,NA,27.54,59.88,55.48,90,0.01,47.23,0,23,88.53,55,55.34,100,98.56,92,0,0.18,19.58,73.85,27.54,10.27,92,66.29,59.88,0,47.23,0.18,37.22,40.91,39.44
184,COK,Cook Islands,2012,NA,58.41,NA,0,NA,NA,0,90,NA,NA,1.16,96,NA,7.65,7.65,100,100,16,100,NA,92.16,98.67,NA,75.29,NA,NA,NA,50.58,NA,NA,NA,NA,NA
188,CRI,Costa Rica,2012,99,55.5,100,100,90.39,38.46,46.55,34.42,38.81,19.87,27.08,94,74.46,94.44,89.28,100,99.64,80,47.93,0.9,63.65,97.88,90.39,59.57,90,89.55,38.46,37.51,19.87,0.9,82.62,42.47,58.53
384,CIV,Cote d'Ivoire,2012,59,2.69,100,67,28.6,49.3,48.32,53.16,41.59,0,13.72,22,57.94,100,100,100,99.64,60,53.64,0.6,26.85,73.88,28.6,14.77,80,81.23,49.3,33.68,0,0.6,39.08,40.15,39.72
191,HRV,Croatia,2012,100,76.96,25.98,NA,95.79,63.26,72.63,42.91,63.39,63.12,14.72,92,85.5,71.94,55.18,81.17,56.83,96,23.89,13.23,78.47,76.67,95.79,77.71,60.99,70.87,63.26,19.3,63.12,13.23,83.39,48.13,62.23
192,CUB,Cuba,2012,100,50.99,NA,50,93.18,16.93,0,14.87,23.47,100,16.17,91,82.84,37.17,54.24,100,100,84,49.27,9.19,52.52,97,93.18,51.75,84,56.06,16.93,32.72,100,9.19,80.64,38.02,55.07
196,CYP,Cyprus,2012,100,100,34.68,NA,100,61.92,64.92,46.81,57.34,35.07,20.85,95,31.08,100,100,93.69,68.35,88,43.79,9.44,100,85.68,100,100,61.34,77.03,61.92,32.32,35.07,9.44,95.23,46.9,66.23
203,CZE,Czech Republic,2012,100,99.87,38.14,NA,100,65.82,77.62,30.98,54.43,45.05,NA,100,NA,98.35,98.41,74.48,47.48,96,NA,75.68,95.95,73.99,100,97.91,67.07,98.35,65.82,-911,45.05,75.68,90.63,75.35,81.47
180,COD,Dem. Rep. Congo,2012,15,4.76,100,0,11.04,NA,NA,NA,NA,26.24,NA,7,NA,59.86,59.75,91.26,70.5,16,NA,0,4.03,56.26,11.04,4.39,58,44.85,-911,-911,26.24,0,23.9,25.75,25.01
208,DNK,Denmark,2012,100,100,40.11,NA,100,67.22,68.22,45.65,65.31,18.52,10.31,95,53.74,74.74,74.74,100,83.45,92,7.02,93.45,100,92.82,100,100,66.06,67.74,67.22,8.66,18.52,93.45,97.61,63.12,76.92
262,DJI,Djibouti,2012,50,17.56,NA,0,31.57,NA,NA,NA,NA,NA,0,87,61.78,0.01,0.01,100,93.17,84,0,0,48.67,93.39,31.57,33.11,84,15.45,-911,0,-911,0,52.69,12.4,28.52
212,DMA,Dominica,2012,91,33.04,100,100,73.9,27.95,44.51,25.36,NA,NA,0,99,0,80.06,85.12,100,100,12,0,2.99,54.92,99.67,73.9,43.98,56,66.29,27.95,0,-911,2.99,72.51,30.12,47.08
214,DOM,Dominican Republic,2012,98,34.44,9.38,100,78.15,44.06,90,39.28,45.65,5.79,20.67,93,98.96,75.78,97.03,100,99.64,96,53.62,5.9,28.92,97.55,78.15,31.68,52.69,92.94,44.06,37.15,5.79,5.9,69.12,42.65,53.24
218,ECU,Ecuador,2012,97,53.28,100,84,72.1,54.66,48.8,51.28,61.75,28.15,28.07,98,100,91.85,76.5,100,96.4,92,46.27,6.4,46.86,98.13,72.1,50.07,96,88.09,54.66,37.17,28.15,6.4,73.44,48.62,58.54
818,EGY,Egypt,2012,100,59.69,58.02,NA,66.83,61.05,25.37,74.42,35.25,NA,5.23,100,92.01,65.81,37.96,65.12,38.85,88,42.34,49.5,87.49,67.99,66.83,73.59,73.01,65.26,61.05,23.78,-911,49.5,69.47,55.54,61.11
222,SLV,El Salvador,2012,92,23.07,100,NA,71.88,58.24,50.76,44.52,85.44,9.9,21.05,78,64.03,5.56,3.98,100,99.64,68,42.91,0.62,41.79,92.55,71.88,32.43,84,24.53,58.24,31.98,9.9,0.62,65.62,29.23,43.79
226,GNQ,Equatorial Guinea,2012,29,44.18,NA,100,17.28,NA,NA,NA,NA,37.94,17.07,23,65.29,100,100,100,99.28,0,82.26,1.25,6.18,74.09,17.28,25.18,0,91.32,-911,49.67,37.94,1.25,38.85,42.54,41.06
232,ERI,Eritrea,2012,33,0,100,NA,46.58,NA,NA,NA,NA,NA,0,40,0,28.28,25.55,100,94.6,84,0,0,11.06,78.2,46.58,5.53,92,17.94,-911,0,-911,0,43.44,13.98,25.76
233,EST,Estonia,2012,100,74.74,38.24,NA,93.47,56.71,79.79,0,42.15,9.02,0,89,100,100,100,100,99.64,96,55.32,75.27,80.6,96.21,93.47,77.67,67.12,100,56.71,27.66,9.02,75.27,89.12,65.02,74.66
231,ETH,Ethiopia,2012,23,1.78,100,71,35.24,NA,NA,NA,NA,35.07,NA,2,NA,93.15,82.94,100,98.56,20,NA,0,5.29,66.85,35.24,3.53,60,83.78,-911,-911,35.07,0,35.21,42.24,39.43
234,FRO,Faeroe Islands,2012,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.82,NA,NA,NA,NA,100,100,NA,21.37,NA,NA,NA,NA,NA,NA,NA,NA,23.6,NA,NA,NA,NA,NA
238,FLK,Falkland Islands,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1.53,1.46,86.99,100,NA,0,NA,NA,NA,NA,NA,NA,1,NA,0,-911,NA,NA,NA,NA
242,FJI,Fiji,2012,56,41.08,100,40,72.54,65.71,21.24,67.16,NA,58.94,9.09,63,77.21,16.45,18.27,100,100,88,67.62,3.9,62.81,87.67,72.54,51.94,94,37.98,65.71,38.36,58.94,3.9,70.72,41.33,53.08
246,FIN,Finland,2012,100,100,37.98,NA,100,62.24,62.1,37.12,62.75,11.77,2.78,95,84.88,50.21,50.49,100,100,96,63.01,84.25,100,98.33,100,100,66.99,61.86,62.24,32.89,11.77,84.25,99.44,59.9,75.72
250,FRA,France,2012,100,100,39.09,0,100,49.83,55.72,43.07,38.23,37.94,0,95,50.38,80.81,86.62,95.97,77.34,92,0,83.8,100,89.44,100,100,65.55,54.45,49.83,0,37.94,83.8,96.48,54.09,71.05
254,GUF,French Guiana,2012,NA,47.12,NA,NA,84.29,NA,NA,NA,NA,63.12,4.93,NA,NA,100,100,100,100,NA,39.33,17.25,42.42,NA,84.29,44.77,NA,100,NA,22.13,63.12,17.25,NA,NA,NA
258,PYF,French Polynesia,2012,56,69.65,NA,22,100,NA,NA,NA,NA,NA,9.91,NA,NA,5.93,5.93,100,100,NA,89.57,NA,100,NA,100,84.83,NA,NA,NA,49.74,NA,NA,NA,NA,NA
266,GAB,Gabon,2012,82,5.46,NA,NA,37.41,56.67,90,79.52,1.77,58.94,26.4,74,77.49,86.49,84.84,100,98.92,12,31.2,0,38.3,90.97,37.41,21.88,12,82.94,56.67,28.8,58.94,0,50.09,44.28,46.6
270,GMB,Gambia,2012,31,21.47,100,NA,22.16,NA,NA,NA,NA,NA,0,9,52.56,23.96,34.64,100,100,84,0,0.4,41.04,69.67,22.16,31.26,92,37.05,-911,0,-911,0.4,41.03,21.48,29.3
268,GEO,Georgia,2012,100,54.67,100,NA,79.42,45.43,40.32,42.22,51.9,84.12,0,54,0,44.53,44.24,95.62,76.98,12,0,0,74.11,75.53,79.42,64.39,56,29.59,45.43,0,84.12,0,73.12,29.97,47.23
276,DEU,Germany,2012,100,100,38.62,NA,100,62.77,65.24,27.82,58.26,31.35,8.33,95,100,100,100,82.24,58.27,92,18.46,95.18,100,78.5,100,100,65.31,100,62.77,13.4,31.35,95.18,92.83,72.23,80.47
288,GHA,Ghana,2012,61,0,100,0,33.45,27.3,70.71,36.71,8.41,10.81,24.44,16,0,78.03,59.02,100,93.17,84,34.47,10.25,35.54,69.72,33.45,17.77,92,34.26,27.3,29.46,10.81,10.25,40.31,26.58,32.07
292,GIB,Gibraltar,2012,NA,NA,NA,NA,NA,NA,NA,NA,47.53,NA,0,NA,0,30.14,30.14,100,100,NA,0,NA,NA,NA,NA,NA,NA,20.1,NA,0,NA,NA,NA,NA,NA
300,GRC,Greece,2012,100,80.71,38.01,0,100,59.79,60.38,33.91,61.66,22.83,21.49,95,74.1,95.73,96.11,91.05,71.58,84,30.23,87.33,94.81,85.88,100,87.76,61.01,66.49,59.79,25.86,22.83,87.33,91.21,61.32,73.28
304,GRL,Greenland,2012,100,100,NA,NA,NA,NA,NA,NA,NA,NA,22.04,NA,NA,100,100,100,100,NA,24.96,NA,100,NA,NA,100,NA,100,NA,23.5,NA,NA,NA,NA,NA
308,GRD,Grenada,2012,88,49.81,100,0,75.84,4.14,22.86,0,NA,NA,0,100,0,11.18,3.77,100,100,0,0,11.37,54.04,100,75.84,51.93,50,3.74,4.14,0,-911,11.37,75.92,8.12,35.24
312,GLP,Guadeloupe,2012,NA,68.43,NA,NA,100,NA,NA,NA,NA,55.41,20.73,NA,NA,100,100,100,100,NA,64.81,15.76,87.8,NA,100,78.11,NA,100,NA,42.77,55.41,15.76,NA,NA,NA
316,GUM,Guam,2012,56,71.27,NA,NA,89.42,NA,NA,NA,NA,NA,25,NA,NA,100,100,100,100,NA,61.31,NA,89.01,NA,89.42,80.14,NA,100,NA,43.15,NA,NA,NA,NA,NA
320,GTM,Guatemala,2012,82,32.06,100,20,58.89,64.18,60,56.98,78.52,0,21.43,43,76.26,80.11,53.82,100,98.2,88,43.78,5.37,52.67,80.4,58.89,42.37,94,57.55,64.18,32.6,0,5.37,60.55,39.74,48.06
324,GIN,Guinea,2012,20,1.16,100,100,18.03,NA,NA,NA,NA,17.25,11.18,3,0,39.78,24.24,100,100,88,30.28,0.75,20.65,67.67,18.03,10.91,94,41,-911,20.73,17.25,0.75,32.2,25.25,28.03
624,GNB,Guinea-Bissau,2012,57,1.32,100,NA,14.52,NA,NA,NA,NA,13.81,17.61,2,NA,89.87,99.36,100,100,12,42.19,0,19.06,67.33,14.52,10.19,56,89.87,-911,29.9,13.81,0,30.68,39.52,35.98
328,GUY,Guyana,2012,78,36.37,100,NA,64.24,0.64,42.62,0,NA,63.12,1.16,93,0,29.98,26,100,99.64,84,30.41,0,55.19,97.55,64.24,45.78,92,18.66,0.64,15.79,63.12,0,69.19,17.32,38.07
332,HTI,Haiti,2012,34,3.33,100,0,33.13,NA,NA,NA,NA,23.64,0,9,0,1.59,2.76,100,100,4,0,0,13.41,69.67,33.13,8.37,52,1.09,-911,0,23.64,0,37.06,6.98,19.01
336,VAT,Holy See,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
340,HND,Honduras,2012,81,32.46,100,80,53.31,48.29,43.61,50.93,43.04,6.17,5.41,49,65.41,82.16,79.69,100,99.64,84,49.17,15.54,40.29,82.88,53.31,36.38,92,76.81,48.29,27.29,6.17,15.54,57.52,43.11,48.87
344,HKG,Hong Kong,2012,100,NA,NA,NA,97.84,17.33,1.61,29.54,48.12,100,0,NA,NA,100,100,73.29,48.56,NA,0,87.79,NA,NA,97.84,NA,NA,100,17.33,0,100,87.79,NA,NA,NA
348,HUN,Hungary,2012,100,99.99,38.68,NA,96.71,66.87,75.68,44.03,73.08,100,NA,95,NA,29.57,29.57,72.21,43.53,92,NA,58.62,100,70.24,96.71,99.99,65.34,29.57,66.87,-911,100,58.62,88.98,57.81,70.28
352,ISL,Iceland,2012,100,100,5.24,NA,97.97,71.31,57.21,42.29,99.77,NA,9.6,95,68.38,85.77,91.53,100,100,96,23.81,51.94,100,98.33,97.97,100,50.62,81.9,71.31,16.71,-911,51.94,98.77,61.65,76.5
356,IND,India,2012,75,6.2,24.79,32,50.04,35.24,51.47,26.89,51.91,35.07,27.14,42,60.79,27.61,36.33,27.72,0,92,18.14,10.49,46.36,23.24,50.04,26.28,58.4,39.18,35.24,22.64,35.07,10.49,33.19,29.92,31.23
360,IDN,Indonesia,2012,94,16.12,19.7,54,67.55,45.25,53.88,42.98,49.45,7.75,25.98,45,88.95,82.26,87.1,100,80.94,84,25.62,0.02,32.45,75.31,67.55,24.29,51.85,78.08,45.25,25.8,7.75,0.02,55.72,36.78,44.36
364,IRN,Iran,2012,98,92.23,100,0,64.34,36.73,28.76,32.13,46.18,84.12,16.18,100,73.54,40.3,34.39,92.68,73.74,84,28.64,2.77,58.19,88.81,64.34,75.21,92,37.06,36.73,22.41,84.12,2.77,76.12,34.39,51.08
368,IRQ,Iraq,2012,98,36.4,100,NA,71.73,36.03,14.6,37.84,37.02,NA,NA,100,NA,0,0,68.09,34.17,0,NA,8.29,33.34,67.42,71.73,34.87,50,0,36.03,-911,-911,8.29,58.01,16.98,33.39
372,IRL,Ireland,2012,100,84.22,36.77,NA,100,75.01,70.69,6.08,84.84,100,7.05,95,35.49,10.36,10.36,100,100,96,25.94,87.47,96.71,98.33,100,90.47,66.39,18.74,75.01,16.49,100,87.47,96.27,60.27,74.67
833,IMN,Isle of Man,2012,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-911,NA,NA,NA,NA,NA
376,ISR,Israel,2012,100,100,25.32,0,98.13,41.86,31.85,38.6,61.48,NA,0,95,45.01,71.89,40.47,82.56,61.15,4,0,88.4,100,79.57,98.13,100,14.66,39.34,41.86,0,-911,88.4,92.57,47.93,65.78
380,ITA,Italy,2012,100,27.03,37.75,100,100,63.41,53.69,62.07,82.59,55.41,12.47,95,93.19,62.69,63.18,82.1,65.47,80,37.4,91.44,100,80.85,100,63.51,58.87,79.77,63.41,24.93,55.41,91.44,81.46,69.63,74.36
388,JAM,Jamaica,2012,92,32.02,100,100,72.5,76.98,16.38,90,60.32,18.52,0,89,75.13,81.34,95.67,100,100,92,0,10,50.5,96.33,72.5,41.26,96,88.04,76.98,0,18.52,10,70.03,50.41,58.26
392,JPN,Japan,2012,100,100,0.96,43,99.2,43.54,43.59,34.45,43.51,55.41,25.32,95,72.56,87.8,90.78,90.3,69.06,92,25.37,71.26,100,84.79,99.2,100,46.48,73.53,43.54,25.34,55.41,71.26,94.66,57.48,72.35
400,JOR,Jordan,2012,99,75.94,NA,NA,79.31,65.68,69.19,65.47,65.75,NA,NA,100,NA,8.52,7.5,85.3,62.23,84,NA,42.3,62.17,82.51,79.31,69.06,84,8.52,65.68,-911,-911,42.3,76.96,41.66,55.78
398,KAZ,Kazakhstan,2012,100,70.62,22.26,NA,66.8,43.49,29.46,39.81,59.37,74.82,NA,91,NA,14.11,19.58,100,96.76,52,NA,30.5,56.33,95.92,66.8,63.48,37.13,14.11,43.49,-911,74.82,30.5,75.4,34.85,51.07
404,KEN,Kenya,2012,23,4.33,100,50,33.86,NA,NA,NA,NA,15.46,6.86,20,74.51,77.58,69.76,100,100,84,68.87,0.52,11.51,73.33,33.86,7.92,92,67.96,-911,37.87,15.46,0.52,38.37,36.07,36.99
296,KIR,Kiribati,2012,56,7.65,100,NA,58.45,NA,NA,NA,NA,NA,5.3,54,100,100,100,100,100,12,66.87,27.06,14.83,84.67,58.45,11.24,56,100,-911,36.08,-911,27.06,51.45,58.73,55.82
414,KWT,Kuwait,2012,94,100,NA,NA,80.72,42.23,40.39,0,46.4,NA,0,95,78.63,100,100,60.47,29.14,92,0,43,83.38,61.54,80.72,91.69,92,92.88,42.23,0,-911,43,77.98,54.59,63.94
417,KGZ,Kyrgyzstan,2012,100,54.32,100,0,56.77,NA,NA,NA,NA,68.23,NA,66,NA,20.21,21.83,100,93.53,88,NA,4.2,39.89,86.51,56.77,47.11,94,15.77,-911,-911,68.23,4.2,63.46,25.41,40.63
418,LAO,Laos,2012,66,17.67,100,NA,56.74,NA,NA,NA,NA,13.28,NA,4,NA,93.85,96.92,53.47,30.22,60,NA,0,17.34,29.23,56.74,17.5,80,93.85,-911,-911,13.28,0,34.49,44.29,40.37
