code,iso,country,year,ACCESS,ACSAT,AGSUB,AZE,CHMORT,CLIMATE,CO2GDPd1,CO2GDPd2,CO2KWH,FORCH,FSOC,HAP,MPAEEZ,PACOVD,PACOVW,PM25,PM25EXBL,POPS,TCEEZ,WASTECXN,WATSUP,EH_AirQuality,EH_HealthImpacts,EH_WaterSanitation,EV_Agriculture,EV_BiodiversityHabitat,EV_ClimateEnergy,EV_Fisheries,EV_Forests,EV_WaterResources,EH,EV,EPI
196,CYP,Cyprus,2009,100,100,25.51,NA,99.45,61.92,64.92,46.81,57.34,35.07,21.57,95,31.08,100,100,95.39,69.06,88,43.79,9.44,100,86.49,99.45,100,56.76,77.03,61.92,32.68,35.07,9.44,95.31,46.71,66.15
203,CZE,Czech Republic,2009,100,99.87,29.2,NA,100,65.82,77.62,30.98,54.43,45.05,NA,99.4,NA,98.34,98.41,80.31,56.83,96,NA,75.68,95.96,78.85,100,97.92,62.6,98.34,65.82,-911,45.05,75.68,92.25,75.11,81.97
180,COD,Dem. Rep. Congo,2009,14.2,4.32,100,0,9.83,NA,NA,NA,NA,26.24,NA,6.5,NA,59.59,59.49,93.07,73.74,16,NA,0,3.84,57.77,9.83,4.08,58,44.66,-911,-911,26.24,0,23.89,25.67,24.96
208,DNK,Denmark,2009,100,100,32.37,NA,100,67.22,68.22,45.65,65.31,18.52,9.09,95,53.74,73.42,73.42,100,88.85,92,7.02,93.45,100,94.62,100,100,62.19,66.86,67.22,8.06,18.52,93.45,98.21,62.65,76.87
262,DJI,Djibouti,2009,49.6,17.6,NA,0,29.07,NA,NA,NA,NA,NA,0,87,61.78,0.01,0.01,99.26,75.9,84,0,0,45.37,87.39,29.07,31.48,84,15.45,-911,0,-911,0,49.31,12.4,27.17
212,DMA,Dominica,2009,90.7,33.04,100,100,72.31,27.95,44.51,25.36,NA,NA,0,97.1,0,80.06,85.12,100,100,12,0,2.99,54.92,99.03,72.31,43.98,56,66.29,27.95,0,-911,2.99,71.77,30.12,46.78
214,DOM,Dominican Republic,2009,97.4,33.52,29.94,100,76.85,44.06,90,39.28,45.65,5.79,26.11,91.7,98.96,75.78,97.03,100,100,96,53.62,5.9,30.12,97.23,76.85,31.82,62.97,92.94,44.06,39.86,5.79,5.9,68.63,43.44,53.52
218,ECU,Ecuador,2009,96.6,48.39,100,84,70.15,54.66,48.8,51.28,61.75,28.15,32.37,96.9,100,91.85,76.5,100,99.28,92,46.27,6.4,43.28,98.73,70.15,45.84,96,88.09,54.66,39.32,28.15,6.4,71.57,48.83,57.93
818,EGY,Egypt,2009,99.8,59.66,100,NA,64.16,61.05,25.37,74.42,35.25,NA,0.97,99.9,91.74,65.69,37.92,76.27,50,88,42.34,49.5,83.43,75.39,64.16,71.54,94,65.11,61.05,21.66,-911,49.5,70.37,56.42,62
222,SLV,El Salvador,2009,91.6,22.37,100,NA,70.17,58.24,50.76,44.52,85.44,9.9,26.32,76.7,64.03,4.26,3.25,100,100,68,42.91,0.62,40.47,92.23,70.17,31.42,84,23.85,58.24,34.61,9.9,0.62,64.61,29.33,43.44
226,GNQ,Equatorial Guinea,2009,28.7,44.18,NA,100,14.95,NA,NA,NA,NA,37.94,20.79,22.8,65.29,100,100,100,100,0,82.26,1.25,6.18,74.27,14.95,25.18,0,91.32,-911,51.53,37.94,1.25,38.13,42.79,40.93
232,ERI,Eritrea,2009,32.9,0,100,NA,43.34,NA,NA,NA,NA,NA,0,38.8,0,28.28,25.55,100,94.24,84,0,0,11.06,77.68,43.34,5.53,92,17.94,-911,0,-911,0,42.18,13.98,25.26
233,EST,Estonia,2009,100,60.6,30.88,NA,92.96,56.71,79.79,0,42.15,9.02,0,88.3,100,100,100,100,98.92,96,55.32,75.27,80.59,95.74,92.96,70.6,63.44,100,56.71,27.66,9.02,75.27,86.43,64.84,73.47
231,ETH,Ethiopia,2009,22,1.15,15.78,71,31.66,NA,NA,NA,NA,35.07,NA,2.4,NA,93.15,82.94,100,97.84,20,NA,0,3.66,66.75,31.66,2.41,17.89,83.78,-911,-911,35.07,0,33.6,39,36.84
242,FJI,Fiji,2009,55.7,40.95,100,40,70.78,65.71,21.24,67.16,NA,58.94,8.11,62.3,77.21,16.45,18.27,100,100,88,67.62,3.9,62.5,87.43,70.78,51.72,94,37.98,65.71,37.86,58.94,3.9,69.98,41.28,52.76
246,FIN,Finland,2009,100,100,30.06,NA,100,62.24,62.1,37.12,62.75,11.77,11.76,95,84.88,50.08,50.36,100,100,96,63.01,84.25,100,98.33,100,100,63.03,61.77,62.24,37.39,11.77,84.25,99.44,60.13,75.86
250,FRA,France,2009,100,100,30.33,0,100,49.83,55.72,43.07,38.23,37.94,0,95,50.38,80.81,86.62,93.91,75.18,92,0,83.8,100,88.03,100,100,61.17,54.45,49.83,0,37.94,83.8,96.01,53.87,70.73
266,GAB,Gabon,2009,81.2,5.45,NA,NA,35.27,56.67,90,79.52,1.77,58.94,26.02,73,77.49,86.49,84.84,100,99.64,12,31.2,0,37.55,90.88,35.27,21.5,12,82.94,56.67,28.61,58.94,0,49.22,44.26,46.24
270,GMB,Gambia,2009,31.3,21.43,100,NA,21.04,NA,NA,NA,NA,NA,0,8.5,52.56,23.96,34.64,100,100,84,0,0.4,40.86,69.5,21.04,31.14,92,37.05,-911,0,-911,0.4,40.56,21.48,29.11
268,GEO,Georgia,2009,100,55.72,100,NA,78.15,45.43,40.32,42.22,51.9,84.12,0,53.7,0,44.53,44.24,89.25,70.14,12,0,0,63.83,71.03,78.15,59.78,56,29.59,45.43,0,84.12,0,69.65,29.97,45.84
276,DEU,Germany,2009,100,100,30.38,NA,100,62.77,65.24,27.82,58.26,31.35,4.89,95,100,100,100,85.5,62.95,92,18.46,95.18,100,81.15,100,100,61.19,100,62.77,11.67,31.35,95.18,93.72,71.85,80.6
288,GHA,Ghana,2009,59.4,0,100,0,32.45,27.3,70.71,36.71,8.41,10.81,25.68,15.3,0,78.03,59.02,100,94.6,84,34.47,10.25,33.26,69.97,32.45,16.63,92,34.26,27.3,30.07,10.81,10.25,39.68,26.64,31.86
300,GRC,Greece,2009,100,80.63,27.74,0,100,59.79,60.38,33.91,61.66,22.83,27.08,95,74.1,95.73,96.11,91.97,71.94,84,30.23,87.33,94.77,86.3,100,87.7,55.87,66.49,59.79,28.66,22.83,87.33,91.34,61.34,73.34
308,GRD,Grenada,2009,87.7,49.81,100,0,74.5,4.14,22.86,0,NA,NA,0,98.9,0,11.18,3.77,100,100,0,0,11.37,54.04,99.63,74.5,51.93,50,3.74,4.14,0,-911,11.37,75.35,8.12,35.02
320,GTM,Guatemala,2009,81.7,30.38,100,20,56.33,64.18,60,56.98,78.52,0,22.54,42.8,76.26,80.11,53.82,100,97.84,88,43.78,5.37,49.14,80.21,56.33,39.76,94,57.55,64.18,33.16,0,5.37,58.77,39.79,47.38
324,GIN,Guinea,2009,19.6,1.11,100,100,16.83,NA,NA,NA,NA,17.25,11.48,2.9,0,39.78,24.24,100,100,88,30.28,0.75,20.46,67.63,16.83,10.78,94,41,-911,20.88,17.25,0.75,31.75,25.27,27.86
624,GNB,Guinea-Bissau,2009,56.7,0.98,100,NA,13.56,NA,NA,NA,NA,13.81,11.52,2.1,NA,89.87,99.36,100,100,12,42.19,0,16.16,67.37,13.56,8.57,56,89.87,-911,26.86,13.81,0,29.83,39.11,35.4
328,GUY,Guyana,2009,77.7,35.24,100,NA,62.79,0.64,42.62,0,NA,63.12,4.19,92.2,0,29.98,26,100,100,84,30.41,0,51.7,97.4,62.79,43.47,92,18.66,0.64,17.3,63.12,0,67.89,17.47,37.63
332,HTI,Haiti,2009,33.7,3.2,100,0,30.76,NA,NA,NA,NA,23.64,0,8.7,0,1.59,2.76,100,100,4,0,0,13.3,69.57,30.76,8.25,52,1.09,-911,0,23.64,0,36.19,6.98,18.67
340,HND,Honduras,2009,80.6,29.6,100,80,50.99,48.29,43.61,50.93,43.04,6.17,6.67,48.3,65.41,82.16,79.69,100,99.64,84,49.17,15.54,37.7,82.65,50.99,33.65,92,76.81,48.29,27.92,6.17,15.54,55.76,43.17,48.21
348,HUN,Hungary,2009,100,99.99,31.78,NA,96.08,66.87,75.68,44.03,73.08,100,NA,95.5,NA,29.57,29.57,73.58,43.88,92,NA,58.62,100,70.99,96.08,99.99,61.89,29.57,66.87,-911,100,58.62,89.02,57.62,70.18
352,ISL,Iceland,2009,100,100,3.24,NA,97.63,71.31,57.21,42.29,99.77,NA,9.88,95,68.38,85.77,91.53,100,100,96,23.81,51.94,100,98.33,97.63,100,49.62,81.9,71.31,16.85,-911,51.94,98.65,61.61,76.43
356,IND,India,2009,73.7,5.61,23.29,32,48.14,35.24,51.47,26.89,51.91,35.07,27.18,40.7,60.79,27.61,36.33,29.75,1.08,92,18.14,10.49,41.81,23.84,48.14,23.71,57.64,39.18,35.24,22.66,35.07,10.49,31.9,29.88,30.69
360,IDN,Indonesia,2009,93.4,15.08,51.95,54,65.28,45.25,53.88,42.98,49.45,7.75,26.4,44.6,88.31,82.14,87.06,100,85.61,84,25.62,0.02,30.9,76.74,65.28,22.99,67.98,77.88,45.25,26.01,7.75,0.02,55,37.56,44.54
364,IRN,Iran,2009,98,75.8,100,0,61.37,36.73,28.76,32.13,46.18,84.12,9.22,99.7,73.54,40.3,34.39,96.21,77.34,84,28.64,2.77,56.96,91.08,61.37,66.38,92,37.06,36.73,18.93,84.12,2.77,72.95,34.04,49.6
368,IRQ,Iraq,2009,97.6,34.35,100,NA,70.01,36.03,14.6,37.84,37.02,NA,NA,99.6,NA,0,0,69.18,36.69,0,NA,8.29,31.98,68.49,70.01,33.17,50,0,36.03,-911,-911,8.29,57.22,16.98,33.07
372,IRL,Ireland,2009,100,84.11,23.13,NA,100,75.01,70.69,6.08,84.84,100,5.97,95,35.49,10.36,10.36,100,100,88,25.94,87.47,96.67,98.33,100,90.39,55.57,18.74,75.01,15.95,100,87.47,96.24,59.68,74.3
376,ISR,Israel,2009,100,100,22.64,0,96.77,41.86,31.85,38.6,61.48,NA,0,95,45.01,71.61,39.88,89.77,64.03,4,0,88.4,100,82.93,96.77,100,13.32,39.12,41.86,0,-911,88.4,93.23,47.79,65.97
380,ITA,Italy,2009,100,27.03,29.68,100,100,63.41,53.69,62.07,82.59,55.41,11.76,95,93.19,62.69,63.18,83.56,67.63,80,37.4,91.44,100,82.06,100,63.51,54.84,79.77,63.41,24.58,55.41,91.44,81.86,69.39,74.38
388,JAM,Jamaica,2009,91.5,31.94,100,100,70.92,76.98,16.38,90,60.32,18.52,0,87.8,75.12,81.34,95.67,100,100,92,0,10,50.65,95.93,70.92,41.29,96,88.04,76.98,0,18.52,10,69.38,50.41,58
392,JPN,Japan,2009,100,100,1.37,43,97.95,43.54,43.59,34.45,43.51,55.41,22.07,95,72.56,87.8,90.78,84.18,61.15,92,25.37,71.26,100,80.11,97.95,100,46.68,73.53,43.54,23.72,55.41,71.26,92.69,57.33,71.47
400,JOR,Jordan,2009,99.1,75.28,NA,NA,77.86,65.68,69.19,65.47,65.75,NA,NA,99.7,NA,8.39,6.93,92.35,66.91,84,NA,42.3,62.65,86.32,77.86,68.97,84,8.39,65.68,-911,-911,42.3,77.71,41.62,56.06
398,KAZ,Kazakhstan,2009,99.7,70.6,15.4,NA,65.84,43.49,29.46,39.81,59.37,74.82,NA,90.2,NA,14.11,19.58,100,95.32,52,NA,30.5,56.44,95.17,65.84,63.52,33.7,14.11,43.49,-911,74.82,30.5,74.84,34.66,50.73
404,KEN,Kenya,2009,22.2,4.19,69.37,50,31.39,NA,NA,NA,NA,15.46,3.85,20,74.33,76.11,67.69,100,100,84,68.87,0.52,10.59,73.33,31.39,7.39,76.68,67.03,-911,36.36,15.46,0.52,37.37,34.54,35.67
296,KIR,Kiribati,2009,55.7,7.32,100,NA,54.95,NA,NA,NA,NA,NA,4.58,53.1,100,100,100,100,100,12,66.87,27.06,13.95,84.37,54.95,10.63,56,100,-911,35.72,-911,27.06,49.98,58.67,55.2
414,KWT,Kuwait,2009,93.7,100,NA,NA,79.66,42.23,40.39,0,46.4,NA,0,95,0,11.71,11.71,71.18,51.44,92,0,43,83.38,72.54,79.66,91.69,92,7.8,42.23,0,-911,43,81.3,30.95,51.09
417,KGZ,Kyrgyzstan,2009,100,54.32,100,0,55.73,NA,NA,NA,NA,68.23,NA,65.3,NA,20.21,21.83,100,93.17,88,NA,4.2,39.88,86.16,55.73,47.1,94,15.77,-911,-911,68.23,4.2,62.99,25.41,40.44
418,LAO,Laos,2009,64,14.52,100,NA,53.19,NA,NA,NA,NA,13.28,NA,4.1,NA,93.85,96.92,67.98,45.68,60,NA,0,14.38,39.26,53.19,14.45,80,93.85,-911,-911,13.28,0,35.63,44.29,40.83
428,LVA,Latvia,2009,100,30.33,30.49,NA,90.33,53.27,66.42,0,62.58,3.3,0,94.2,85.5,100,100,100,86.69,92,0,49.62,77.08,93.63,90.33,53.71,61.24,95.17,53.27,0,3.3,49.62,79.22,52.91,63.43
422,LBN,Lebanon,2009,99.5,77.38,100,NA,90.14,40.43,68.34,12.17,56.53,74.82,0,100,0,2.56,2.56,83.27,60.43,80,0,15.08,100,81.23,90.14,88.69,90,1.71,40.43,0,74.82,15.08,86.69,26.29,50.45
426,LSO,Lesotho,2009,15.8,3.34,100,NA,32.45,NA,NA,NA,NA,NA,NA,39,NA,1.3,1.3,100,100,12,NA,0.3,24.81,79.67,32.45,14.07,56,1.3,-911,-911,-911,0.3,42.06,5.82,20.32
430,LBR,Liberia,2009,3.7,0.76,100,0,33.37,NA,NA,NA,NA,20.58,14.63,2,0,10.35,6.19,100,100,92,47.7,0,19.18,67.33,33.37,9.97,96,4.13,-911,31.17,20.58,0,36.89,14.68,23.56
434,LBY,Libya,2009,100,66.57,NA,NA,80.49,46.61,59.07,8.59,60.08,NA,16.97,99.9,0,0.63,2.03,100,94.24,12,59.49,18.08,7.88,98.05,80.49,37.23,12,0.89,46.61,38.23,-911,18.08,71.92,23.13,42.65
440,LTU,Lithuania,2009,100,40.39,29.74,NA,91.65,51.02,70.02,17.71,42.59,23.64,0,92.4,100,87.63,87.63,91.48,71.94,96,0,45.82,47.22,85.27,91.65,43.81,62.87,91.75,51.02,0,23.64,45.82,73.58,52.66,61.02
442,LUX,Luxembourg,2009,100,100,27,NA,95.44,56.75,65.21,54.4,39.86,33.76,NA,95,NA,100,100,94.42,67.99,92,NA,95,100,85.8,95.44,100,59.5,100,56.75,-911,33.76,95,93.75,76.99,83.69
807,MKD,Macedonia,2009,98.6,48.22,100,NA,100,54.41,90,53.19,53.4,25.34,NA,66.4,NA,24.13,38.59,77.65,49.64,88,NA,3.74,90.05,64.56,100,69.14,94,24.13,54.41,-911,25.34,3.74,77.9,30.89,49.7
450,MDG,Madagascar,2009,13.7,0,100,43,39.06,NA,NA,NA,NA,7.75,0,2,63.24,18.54,17.97,100,100,84,0,0.53,4,67.33,39.06,2,92,35.69,-911,0,7.75,0.53,36.13,19.24,26
454,MWI,Malawi,2009,8.6,12.63,100,100,25.14,NA,NA,NA,NA,0,NA,2.9,NA,94.62,72.89,100,100,76,NA,0,26.86,67.63,25.14,19.74,88,87.81,-911,-911,0,0,37.5,40.54,39.33
458,MYS,Malaysia,2009,98.7,62.39,100,100,93.37,40.24,37.59,49.44,31.68,1.68,21.09,99.2,73.49,100,100,100,87.05,80,13.7,8.64,91.55,95.42,93.37,76.97,90,93.37,40.24,17.4,1.68,8.64,88.59,41.97,60.62
466,MLI,Mali,2009,17,1.85,100,NA,8.09,NA,NA,NA,NA,NA,NA,2.2,NA,14.3,19.92,100,100,16,NA,0,12.01,67.4,8.09,6.93,58,14.3,-911,-911,-911,0,27.47,11.77,18.05
470,MLT,Malta,2009,100,100,28.02,NA,85.05,55.32,52.53,60.01,59.41,NA,0,95,42.88,100,100,100,99.64,4,0,37.01,100,98.21,85.05,100,16.01,80.96,55.32,0,-911,37.01,94.42,49.03,67.18
478,MRT,Mauritania,2009,17.7,3.42,100,NA,25.93,NA,NA,NA,NA,NA,12.87,41,92.2,3.16,2.54,100,100,12,30.86,0,5.55,80.33,25.93,4.48,56,32.63,-911,21.86,-911,0,36.91,20.22,26.9
480,MUS,Mauritius,2009,99.9,47.04,NA,100,85.9,29.91,24.23,32.39,NA,100,0,99.3,18.17,28.32,28.32,100,100,92,94.36,5.44,93.12,99.77,85.9,70.08,92,43.7,29.91,47.18,100,5.44,85.25,39.08,57.55
