code,iso,country,year,ACCESS,ACSAT,AGSUB,AZE,CHMORT,CLIMATE,CO2GDPd1,CO2GDPd2,CO2KWH,FORCH,FSOC,HAP,MPAEEZ,PACOVD,PACOVW,PM25,PM25EXBL,POPS,TCEEZ,WASTECXN,WATSUP,EH_AirQuality,EH_HealthImpacts,EH_WaterSanitation,EV_Agriculture,EV_BiodiversityHabitat,EV_ClimateEnergy,EV_Fisheries,EV_Forests,EV_WaterResources,EH,EV,EPI
44,BHS,Bahamas,2007,87.1,42.49,NA,NA,68.28,0,0,0,NA,21.31,8.89,95,65.26,79.55,81.77,100,100,12,66.04,11.37,61.42,98.33,68.28,51.95,12,75.53,0,37.46,21.31,11.37,72.85,28.2,46.06
48,BHR,Bahrain,2007,93.1,86.81,NA,NA,80.64,39.57,32.21,26.74,56.9,NA,0,95,0,7.48,7.48,81.63,64.03,12,0,64.27,100,80.22,80.64,93.4,12,4.99,39.57,0,-911,64.27,84.75,30.9,52.44
50,BGD,Bangladesh,2007,48.1,12.57,100,NA,48.58,NA,NA,NA,NA,22.83,0,9.6,77.27,10.82,30.44,41.95,8.99,84,0,0,29.26,20.18,48.58,20.92,92,39.51,-911,0,22.83,0,29.89,22.35,25.37
52,BRB,Barbados,2007,87.1,49.79,NA,0,85.99,12.38,11,14.85,NA,NA,0,100,8.03,0.54,0.54,100,100,84,100,11.37,96.44,100,85.99,73.12,84,2.28,12.38,50,-911,11.37,86.37,17.45,45.02
112,BLR,Belarus,2007,100,53.21,100,NA,85.79,43.15,90,36.27,41.89,68.23,NA,97.6,NA,41.25,41.25,71.03,43.53,36,NA,86.45,93.76,70.72,85.79,73.48,68,41.25,43.15,-911,68.23,86.45,76.66,58.82,65.95
56,BEL,Belgium,2007,100,100,23.49,NA,97.19,64.47,61.8,35.28,70.09,23.64,0,95,0,86.26,86.26,71.42,39.93,92,0,60,100,68.78,97.19,100,57.74,57.5,64.47,0,23.64,60,88.66,50.75,65.91
84,BLZ,Belize,2007,87.1,41.79,100,NA,78.1,2.59,83.28,0,NA,4.69,0,85.9,96.15,99.76,98.79,100,100,76,0,2.28,52.89,95.3,78.1,47.34,88,98.24,2.59,0,4.69,2.28,73.58,30.65,47.82
204,BEN,Benin,2007,27.1,0,80.1,NA,22.82,NA,NA,NA,NA,NA,0,8.1,0,98.86,98.79,100,83.45,68,0,0.01,19.63,63.85,22.82,9.82,74.05,65.88,-911,0,-911,0.01,32.16,31.04,31.49
64,BTN,Bhutan,2007,70.8,8.97,100,NA,36.59,NA,NA,NA,NA,63.12,NA,54.6,NA,94.92,96.13,73.13,52.16,0,NA,0,50.69,59.96,36.59,29.83,50,94.92,-911,-911,63.12,0,42.13,50.06,46.89
68,BOL,Bolivia,2007,79.1,9.03,100,43,45.69,63.57,0,90,11.28,11.77,NA,68.9,NA,95.73,91.7,100,96.04,28,NA,11.3,33.35,88.31,45.69,21.19,64,81.04,63.57,-911,11.77,11.3,51.73,48.17,49.59
70,BIH,Bosnia and Herzegovina,2007,99.7,62.45,100,NA,88.25,31.71,34.14,17.86,57.95,100,NA,53.5,NA,2.5,2.5,77.56,54.68,4,NA,3.18,79.53,61.91,88.25,70.99,52,2.5,31.71,-911,100,3.18,73.72,24.39,44.12
72,BWA,Botswana,2007,42.1,17.02,NA,NA,49.11,16.57,61.98,11.37,6.12,NA,NA,59.1,NA,100,100,100,100,20,NA,0.95,62.63,86.37,49.11,39.82,20,100,16.57,-911,-911,0.95,58.43,37.98,46.16
76,BRA,Brazil,2007,98.4,30.4,45.31,30,65.65,53.82,52.02,26.19,79.65,10.81,23.01,92.5,81.04,81.98,73.14,100,98.56,88,29.28,10.87,61.07,97.02,65.65,45.74,66.65,66.54,53.82,26.14,10.81,10.87,69.47,39.83,51.69
96,BRN,Brunei Darussalam,2007,71.8,45.38,NA,NA,96.96,21.73,0,16,64.57,36.46,14.75,95,NA,100,100,100,97.48,68,72.62,37.84,100,97.49,96.96,72.69,68,100,21.73,43.68,36.46,37.84,89.05,51.31,66.4
100,BGR,Bulgaria,2007,100,100,44,NA,85.22,48.18,90,45.22,39.47,84.12,0,91.2,6.55,99.86,99.44,69.83,40.29,92,0,28.86,91.34,67.11,85.22,95.67,68,68.62,48.18,0,84.12,28.86,82.67,48.23,62
854,BFA,Burkina Faso,2007,11.2,0.39,100,NA,10.43,NA,NA,NA,NA,NA,NA,6.2,NA,83.75,83.75,100,100,76,NA,0.02,19.93,68.73,10.43,10.16,88,83.75,-911,-911,-911,0.02,29.77,46.08,39.56
108,BDI,Burundi,2007,4.7,11.26,100,NA,16.21,NA,NA,NA,NA,22.83,NA,3.4,NA,30.29,30.5,100,83.45,76,NA,0,20.57,62.28,16.21,15.92,88,30.29,-911,-911,22.83,0,31.47,21.93,25.75
116,KHM,Cambodia,2007,26.8,3.71,100,NA,47.29,NA,NA,NA,NA,0,0,9.5,36.78,100,100,100,92.81,28,0,0,10.25,67.44,47.29,6.98,64,78.93,-911,0,0,0,40.57,30.58,34.57
120,CMR,Cameroon,2007,48.1,10.9,100,62,20.1,62.13,41.76,63.79,58.84,43.06,0,22.6,0,52.94,63.07,100,93.17,76,0,0,18.7,71.92,20.1,14.8,88,44.5,62.13,0,43.06,0,35.61,35.36,35.46
124,CAN,Canada,2007,100,95.97,29.68,50,99.18,59.85,53.78,29.2,72.18,16.64,19.19,95,72.83,48.43,56.41,100,87.05,96,28.87,80.42,95.69,94.02,99.18,95.83,62.84,56.92,59.85,24.03,16.64,80.42,96.34,56.51,72.44
132,CPV,Cape Verde,2007,64.6,15.02,100,0,71.37,45.04,40.29,45.15,NA,NA,7.61,65.9,0,14.64,14.64,100,100,12,66.07,19.4,35.88,88.63,71.37,25.45,56,7.32,45.04,36.84,-911,19.4,61.82,27.14,41.01
140,CAF,Central African Republic,2007,8.1,5.25,100,NA,12.67,NA,NA,NA,NA,43.06,NA,3.4,NA,97,97.02,100,91.01,72,NA,0,15,64.8,12.67,10.12,86,97,-911,-911,43.06,0,29.2,50.55,42.01
148,TCD,Chad,2007,3.4,0,78.28,NA,12.59,NA,NA,NA,NA,NA,NA,9.6,NA,55.34,51.22,100,99.64,72,NA,0,4.89,69.75,12.59,2.45,75.14,55.34,-911,-911,-911,0,28.26,31.99,30.5
152,CHL,Chile,2007,99.4,65.59,31.08,40,89.19,35.92,53.08,32.93,12.23,100,15.76,91.6,71.68,59.7,46.14,100,94.24,92,25.52,68.85,68.78,95.28,89.19,67.19,61.54,54.38,35.92,20.64,100,68.85,83.88,54.93,66.51
156,CHN,China,2007,99.4,16.26,27.96,54,80.46,65.16,39.29,75,51.83,25.34,19.48,51.9,66.24,64.33,80.41,0,0,52,9.21,18.18,39.4,17.3,80.46,27.83,39.98,66.24,65.16,14.34,25.34,18.18,41.87,43.36,42.76
170,COL,Colombia,2007,95.8,28.15,28.86,56,60.25,43.49,64.68,36.3,48.1,26.24,12.39,84.5,99.08,89.05,76.54,100,99.28,84,55.42,4.6,47.61,94.59,60.25,37.88,56.43,80.17,43.49,33.9,26.24,4.6,64.24,40.9,50.24
174,COM,Comoros,2007,47.1,6.29,100,0,31.7,NA,NA,NA,NA,68.23,9.09,26.6,0,0,0,100,100,16,96.52,3.96,57.27,75.53,31.7,31.78,58,0,-911,52.81,68.23,3.96,46.34,21.33,31.33
178,COG,Congo,2007,32.2,1.19,NA,NA,23.47,59.88,55.48,90,0.01,47.23,0,20.3,88.53,55,55.34,100,87.05,60,0,0.18,19.12,69.12,23.47,10.16,60,66.29,59.88,0,47.23,0.18,34.25,39.31,37.29
188,CRI,Costa Rica,2007,97.8,53.12,100,100,88.21,38.46,46.55,34.42,38.81,19.87,23.08,91.9,74.46,94.44,89.28,100,100,80,47.93,0.9,61.2,97.3,88.21,57.16,90,89.55,38.46,35.5,19.87,0.9,80.89,42.26,57.71
384,CIV,Cote d'Ivoire,2007,56.6,2.45,100,67,25.99,49.3,48.32,53.16,41.59,0,9.48,21.1,57.94,100,100,100,94.96,60,53.64,0.6,25.89,72.02,25.99,14.17,80,81.23,49.3,31.56,0,0.6,37.4,39.94,38.92
191,HRV,Croatia,2007,100,76.88,25.98,NA,95.16,63.26,72.63,42.91,63.39,63.12,22.79,89.6,85.5,69.6,53.55,67.91,40.65,96,23.89,13.23,78.19,66.05,95.16,77.53,60.99,69.55,63.26,23.34,63.12,13.23,79.58,48.2,60.76
192,CUB,Cuba,2007,99.1,46.6,NA,50,91.44,16.93,0,14.87,23.47,100,10.18,91.9,78.59,36.57,51.31,100,100,84,49.27,9.19,49.11,97.3,91.44,47.85,84,54.12,16.93,29.73,100,9.19,78.86,37.23,53.89
196,CYP,Cyprus,2007,100,100,24.82,NA,98.41,61.92,64.92,46.81,57.34,35.07,24.49,95,31.08,100,100,90.62,67.63,88,43.79,9.44,100,84.42,98.41,100,56.41,77.03,61.92,34.14,35.07,9.44,94.28,46.84,65.81
203,CZE,Czech Republic,2007,100,99.87,23.59,NA,99.88,65.82,77.62,30.98,54.43,45.05,NA,98.2,NA,98.34,98.41,63.4,35.61,96,NA,75.68,95.96,65.74,99.88,97.92,59.79,98.34,65.82,-911,45.05,75.68,87.84,74.95,80.11
180,COD,Dem. Rep. Congo,2007,12.6,3.88,100,0,9.22,NA,NA,NA,NA,26.24,NA,5.5,NA,58.64,58.54,92.52,73.38,16,NA,0,3.63,57.13,9.22,3.76,58,43.94,-911,-911,26.24,0,23.37,25.4,24.59
208,DNK,Denmark,2007,100,100,27.23,NA,100,67.22,68.22,45.65,65.31,18.52,12.45,95,51.22,71.57,71.57,96.44,78.42,92,7.02,93.45,100,89.95,100,100,59.62,64.79,67.22,9.74,18.52,93.45,96.65,62.17,75.96
262,DJI,Djibouti,2007,48.8,17.64,NA,0,27.73,NA,NA,NA,NA,NA,0,87,61.78,0.01,0.01,100,97.48,84,0,0,40.62,94.83,27.73,29.13,84,15.45,-911,0,-911,0,50.56,12.4,27.67
212,DMA,Dominica,2007,90.1,33.04,100,100,71.27,27.95,44.51,25.36,NA,NA,0,93.3,0,80.06,85.12,100,100,12,0,2.99,54.92,97.77,71.27,43.98,56,66.29,27.95,0,-911,2.99,71.01,30.12,46.47
214,DOM,Dominican Republic,2007,96.2,32.6,20.65,100,76.39,44.06,90,39.28,45.65,5.79,27.86,89.1,98.96,75.78,97.03,100,100,96,53.62,5.9,31.31,96.37,76.39,31.95,58.33,92.94,44.06,40.74,5.79,5.9,68.24,43.3,53.27
218,ECU,Ecuador,2007,95.8,44.24,100,84,69.51,54.66,48.8,51.28,61.75,28.15,29.95,94.7,100,91.77,76.33,100,95.68,92,46.27,6.4,40.14,96.79,69.51,42.19,96,88.03,54.66,38.11,28.15,6.4,69.5,48.7,57.02
818,EGY,Egypt,2007,99.4,59.64,100,NA,62.07,61.05,25.37,74.42,35.25,NA,0,99.7,91.74,65.69,37.92,66.66,38.13,88,42.34,49.5,76.75,68.16,62.07,68.19,94,65.11,61.05,21.17,-911,49.5,66.14,56.37,60.28
222,SLV,El Salvador,2007,90.8,21.19,100,NA,68.24,58.24,50.76,44.52,85.44,9.9,23.91,74.1,64.01,1.75,1.64,100,99.64,60,42.91,0.62,38.19,91.25,68.24,29.69,80,22.47,58.24,33.41,9.9,0.62,63.06,28.66,42.42
226,GNQ,Equatorial Guinea,2007,28.1,44.18,NA,100,13.46,NA,NA,NA,NA,37.94,17.07,22.4,65.29,100,100,100,99.28,0,82.26,1.25,6.18,73.89,13.46,25.18,0,91.32,-911,49.67,37.94,1.25,37.51,42.54,40.53
232,ERI,Eritrea,2007,32.7,0,100,NA,41.39,NA,NA,NA,NA,NA,0,36.4,0,28.28,25.55,100,92.81,84,0,0,11.02,76.4,41.39,5.51,92,17.94,-911,0,-911,0,41.1,13.98,24.83
233,EST,Estonia,2007,100,60.6,27.86,NA,91.55,56.71,79.79,0,42.15,9.02,0,86.9,100,98.84,98.84,100,98.92,84,55.32,75.27,80.59,95.27,91.55,70.59,55.93,99.23,56.71,27.66,9.02,75.27,85.81,64.27,72.88
231,ETH,Ethiopia,2007,20,0.54,18.93,71,28.85,NA,NA,NA,NA,35.07,NA,3.2,NA,93.15,82.94,100,97.48,20,NA,0,2.14,66.89,28.85,1.34,19.47,83.78,-911,-911,35.07,0,32.36,39.12,36.42
242,FJI,Fiji,2007,55.1,36.92,100,40,70.12,65.71,21.24,67.16,NA,58.94,15.73,60.9,77.21,16.45,18.27,100,100,88,67.62,3.9,57.54,86.97,70.12,47.23,94,37.98,65.71,41.68,58.94,3.9,68.1,41.66,52.24
246,FIN,Finland,2007,100,100,28.99,NA,100,62.24,62.1,37.12,62.75,11.77,11.76,95,84.78,49.81,50.09,100,99.28,96,63.01,84.25,100,98.09,100,100,62.5,61.56,62.24,37.39,11.77,84.25,99.36,60.05,75.78
250,FRA,France,2007,100,100,25.34,0,99.15,49.83,55.72,43.07,38.23,37.94,0,95,50.27,78.06,84.7,88.99,69.42,92,0,83.8,100,84.47,99.15,100,58.67,53.26,49.83,0,37.94,83.8,94.54,53.45,69.89
266,GAB,Gabon,2007,79.6,5.45,NA,NA,33.71,56.67,90,79.52,1.77,58.94,25.64,71,77.49,86.49,84.84,100,98.92,12,31.2,0,36.71,89.97,33.71,21.08,12,82.94,56.67,28.42,58.94,0,48.25,44.24,45.84
270,GMB,Gambia,2007,31.9,21.05,100,NA,19.96,NA,NA,NA,NA,NA,0,7.5,52.56,23.89,34.63,100,100,84,0,0.4,39.4,69.17,19.96,30.22,92,37.02,-911,0,-911,0.4,39.78,21.47,28.8
268,GEO,Georgia,2007,100,56.84,100,NA,77.46,45.43,40.32,42.22,51.9,84.12,0,53.1,0,44.53,44.24,89.19,71.58,12,0,0,56.49,71.29,77.46,56.67,56,29.59,45.43,0,84.12,0,68.47,29.97,45.37
276,DEU,Germany,2007,100,100,24.58,NA,99.37,62.77,65.24,27.82,58.26,31.35,5.41,95,100,100,100,72.89,44.6,92,18.46,95.18,100,70.83,99.37,100,58.29,100,62.77,11.93,31.35,95.18,90.07,71.73,79.06
288,GHA,Ghana,2007,56.2,0,100,0,31.54,27.3,70.71,36.71,8.41,10.81,27.57,13.9,0,78.03,59.02,100,89.93,84,34.47,10.25,29.35,67.94,31.54,14.68,92,34.26,27.3,31.02,10.81,10.25,38.05,26.73,31.26
300,GRC,Greece,2007,100,80.57,22.25,0,100,59.79,60.38,33.91,61.66,22.83,27.47,95,73.35,84.48,84.01,88.78,64.75,84,30.23,87.33,94.73,82.84,100,87.65,53.12,60.46,59.79,28.85,22.83,87.33,90.16,59.72,71.9
308,GRD,Grenada,2007,87.1,49.81,100,0,73.46,4.14,22.86,0,NA,NA,0,96.7,0,11.18,3.77,100,100,0,0,11.37,54.04,98.9,73.46,51.93,50,3.74,4.14,0,-911,11.37,74.76,8.12,34.78
320,GTM,Guatemala,2007,81.1,28.78,100,20,55.34,64.18,60,56.98,78.52,0,18.44,42.4,76.26,80.1,53.77,100,94.96,80,43.78,5.37,46.05,79.12,55.34,37.42,90,57.53,64.18,31.11,0,5.37,57.29,39.38,46.55
324,GIN,Guinea,2007,18.8,0.85,100,100,15.9,NA,NA,NA,NA,17.25,9.09,2.7,0,39.78,24.24,100,94.96,88,30.28,0.75,18.6,65.89,15.9,9.72,94,41,-911,19.69,17.25,0.75,30.5,25.11,27.27
624,GNB,Guinea-Bissau,2007,56.1,0.64,100,NA,12.9,NA,NA,NA,NA,13.81,2.96,2.3,NA,89.87,99.36,100,99.28,4,42.19,0,13.61,67.19,12.9,7.13,52,89.87,-911,22.58,13.81,0,29.07,38.28,34.6
328,GUY,Guyana,2007,77.1,34.16,100,NA,61.34,0.64,42.62,0,NA,63.12,3.61,90.6,0,29.98,26,100,100,84,30.41,0,48.66,96.87,61.34,41.41,92,18.66,0.64,17.01,63.12,0,66.54,17.44,37.08
332,HTI,Haiti,2007,33.1,3.04,100,0,29.17,NA,NA,NA,NA,23.64,0,8.1,0,1.59,2.76,100,100,4,0,0,13.13,69.37,29.17,8.09,52,1.09,-911,0,23.64,0,35.54,6.98,18.41
340,HND,Honduras,2007,79.8,27.01,100,80,49.74,48.29,43.61,50.93,43.04,6.17,4.76,46.9,65.41,82.16,79.69,100,99.64,84,49.17,15.54,35.29,82.18,49.74,31.15,92,76.81,48.29,26.97,6.17,15.54,54.36,43.07,47.59
348,HUN,Hungary,2007,100,99.99,24.57,NA,95.3,66.87,75.68,44.03,73.08,100,NA,96.5,NA,29.57,29.57,57.01,28.78,84,NA,58.62,100,60.76,95.3,99.99,54.29,29.57,66.87,-911,100,58.62,85.35,57.2,68.46
352,ISL,Iceland,2007,100,100,0,NA,98.27,71.31,57.21,42.29,99.77,NA,4.37,95,68.38,65.22,79.29,100,100,96,23.81,51.94,100,98.33,98.27,100,48,70.97,71.31,14.09,-911,51.94,98.87,58.18,74.46
356,IND,India,2007,71.1,5.04,16.69,32,46.18,35.24,51.47,26.89,51.91,35.07,19.72,38.1,60.79,27.61,36.33,33.08,4.32,92,18.14,10.49,37.96,25.16,46.18,21.5,54.34,39.18,35.24,18.93,35.07,10.49,30.95,29.35,29.99
360,IDN,Indonesia,2007,92.2,14.07,25.16,54,63.41,45.25,53.88,42.98,49.45,7.75,27.52,43.8,85.41,81.97,86.86,100,79.86,76,25.62,0.02,29.39,74.55,63.41,21.73,50.58,77.06,45.25,26.57,7.75,0.02,53.23,36.54,43.22
364,IRN,Iran,2007,98,63.93,100,0,58.92,36.73,28.76,32.13,46.18,84.12,4.43,99.1,73.54,40.3,34.39,97.62,79.5,84,28.64,2.77,55.77,92.07,58.92,59.85,92,37.06,36.73,16.54,84.12,2.77,70.28,33.8,48.4
368,IRQ,Iraq,2007,96.8,32.5,100,NA,67.85,36.03,14.6,37.84,37.02,NA,NA,98.8,NA,0,0,76.49,48.2,0,NA,8.29,30.73,74.5,67.85,31.62,50,0,36.03,-911,-911,8.29,57.99,16.98,33.38
372,IRL,Ireland,2007,100,84.01,20.81,NA,99.07,75.01,70.69,6.08,84.84,100,2.44,95,35.49,10.36,10.36,100,100,88,25.94,87.47,96.63,98.33,99.07,90.32,54.4,18.74,75.01,14.19,100,87.47,95.91,59.44,74.03
376,ISR,Israel,2007,100,100,100,0,95.75,41.86,31.85,38.6,61.48,NA,0,95,43.16,71.28,39.17,89.14,64.03,4,0,88.4,100,82.72,95.75,100,52,38.4,41.86,0,-911,88.4,92.83,49.74,66.97
380,ITA,Italy,2007,100,27.03,28.91,100,100,63.41,53.69,62.07,82.59,55.41,16.19,95,93.11,62.56,63.04,72.89,56.12,80,37.4,91.44,100,74.67,100,63.51,54.46,79.68,63.41,26.8,55.41,91.44,79.39,69.57,73.5
388,JAM,Jamaica,2007,90.5,31.85,100,100,69.55,76.98,16.38,90,60.32,18.52,0,85.4,75.05,81.34,95.67,100,100,92,0,10,50.82,95.13,69.55,41.34,96,88.02,76.98,0,18.52,10,68.67,50.4,57.71
392,JPN,Japan,2007,100,100,3.18,43,97.18,43.54,43.59,34.45,43.51,55.41,22.46,95,72.56,87.8,90.78,82.42,59.35,92,25.37,71.26,100,78.93,97.18,100,47.59,73.53,43.54,23.92,55.41,71.26,92.03,57.39,71.25
400,JOR,Jordan,2007,99.3,74.62,NA,NA,76.68,65.68,69.19,65.47,65.75,NA,NA,99.1,NA,8.39,6.93,97.56,78.78,84,NA,42.3,63.12,91.81,76.68,68.87,84,8.39,65.68,-911,-911,42.3,79.12,41.62,56.62
398,KAZ,Kazakhstan,2007,99.1,70.23,75.69,NA,65.43,43.49,29.46,39.81,59.37,74.82,NA,88.6,NA,14.11,19.58,100,93.88,52,NA,30.5,56.87,94.16,65.43,63.55,63.85,14.11,43.49,-911,74.82,30.5,74.38,36.34,51.55
404,KEN,Kenya,2007,20.6,4.05,100,50,29.87,NA,NA,NA,NA,15.46,5.94,20,74.33,75.85,67.35,100,100,84,68.87,0.52,9.68,73.33,29.87,6.86,92,66.88,-911,37.4,15.46,0.52,36.69,35.65,36.07
296,KIR,Kiribati,2007,55.1,7,100,NA,52.56,NA,NA,NA,NA,NA,6.98,51.3,100,100,100,100,100,12,66.87,27.06,13.1,83.77,52.56,10.05,56,100,-911,36.92,-911,27.06,48.79,58.86,54.83
414,KWT,Kuwait,2007,93.1,100,NA,NA,78.97,42.23,40.39,0,46.4,NA,0,95,0,11.71,11.71,74.85,57.55,92,0,43,83.38,75.8,78.97,91.69,92,7.8,42.23,0,-911,43,82.15,30.95,51.43
417,KGZ,Kyrgyzstan,2007,100,54.27,100,0,55.92,NA,NA,NA,NA,68.23,NA,63.9,NA,20.21,21.83,100,89.57,88,NA,4.2,38.15,84.49,55.92,46.21,94,15.77,-911,-911,68.23,4.2,62.21,25.41,40.13
418,LAO,Laos,2007,60,11.72,100,NA,50.42,NA,NA,NA,NA,13.28,NA,4.3,NA,93.85,96.92,64.13,42.09,60,NA,0,11.67,36.84,50.42,11.69,80,93.85,-911,-911,13.28,0,32.98,44.29,39.77
428,LVA,Latvia,2007,100,30.35,30.03,NA,88.52,53.27,66.42,0,62.58,3.3,0,92.6,85.5,100,100,94.59,74.46,92,0,49.62,77.13,87.22,88.52,53.74,61.01,95.17,53.27,0,3.3,49.62,76.49,52.9,62.33
422,LBN,Lebanon,2007,98.5,77.38,100,NA,88.58,40.43,68.34,12.17,56.53,74.82,0,100,0,2.56,2.56,84.52,61.51,80,0,15.08,100,82.01,88.58,88.69,90,1.71,40.43,0,74.82,15.08,86.43,26.29,50.34
426,LSO,Lesotho,2007,13.4,3.27,100,NA,30.45,NA,NA,NA,NA,NA,NA,39,NA,1.3,1.3,100,100,12,NA,0.3,25.14,79.67,30.45,14.2,56,1.3,-911,-911,-911,0.3,41.44,5.82,20.07
430,LBR,Liberia,2007,3.1,0.44,100,0,30.86,NA,NA,NA,NA,20.58,7.84,2,0,10.35,6.19,100,99.28,92,47.7,0,17.19,67.09,30.86,8.82,96,4.13,-911,27.77,20.58,0,35.59,14.22,22.77
434,LBY,Libya,2007,100,66.56,NA,NA,79.39,46.61,59.07,8.59,60.08,NA,10.91,99.7,0,0.63,2.03,100,87.77,12,59.49,18.08,7.88,95.82,79.39,37.22,12,0.89,46.61,35.2,-911,18.08,70.81,22.8,42
440,LTU,Lithuania,2007,100,40.34,25.01,NA,89.78,51.02,70.02,17.71,42.59,23.64,0,91.2,94.78,85.77,85.77,77.99,55.04,96,0,45.82,47.16,74.74,89.78,43.75,60.5,88.78,51.02,0,23.64,45.82,69.42,51.79,58.85
442,LUX,Luxembourg,2007,100,100,23.49,NA,95.74,56.75,65.21,54.4,39.86,33.76,NA,95,NA,100,100,83.75,62.95,92,NA,95,100,80.57,95.74,100,57.74,100,56.75,-911,33.76,95,92.1,76.89,82.98
807,MKD,Macedonia,2007,97.8,47.32,100,NA,100,54.41,90,53.19,53.4,25.34,NA,65.2,NA,24.13,38.59,66.66,38.13,88,NA,3.74,88.42,56.66,100,67.87,94,24.13,54.41,-911,25.34,3.74,74.84,30.89,48.47
450,MDG,Madagascar,2007,13.1,0,30.8,43,37.05,NA,NA,NA,NA,7.75,0,2,57.52,18.39,16.86,100,100,84,0,0.53,3.16,67.33,37.05,1.58,57.4,33.94,-911,0,7.75,0.53,35.32,16.35,23.94
454,MWI,Malawi,2007,7.8,12.04,100,100,23.03,NA,NA,NA,NA,0,NA,2.7,NA,94.62,72.89,100,100,68,NA,0,22.86,67.57,23.03,17.45,84,87.81,-911,-911,0,0,36.02,40.24,38.55
458,MYS,Malaysia,2007,98.1,62.29,100,100,91.36,40.24,37.59,49.44,31.68,1.68,26.89,97.6,73.49,100,100,95.16,76.26,80,13.7,8.64,91.12,89.67,91.36,76.71,90,93.37,40.24,20.3,1.68,8.64,85.91,42.26,59.72
466,MLI,Mali,2007,17,1.68,100,NA,7.1,NA,NA,NA,NA,NA,NA,2.6,NA,14.3,19.92,100,100,16,NA,0,9.88,67.53,7.1,5.78,58,14.3,-911,-911,-911,0,26.81,11.77,17.79
470,MLT,Malta,2007,100,100,26.89,NA,84.61,55.32,52.53,60.01,59.41,NA,0,95,42.88,100,100,100,100,4,0,37.01,100,98.33,84.61,100,15.45,80.96,55.32,0,-911,37.01,94.31,49,67.12
478,MRT,Mauritania,2007,17.1,3.02,100,NA,25.47,NA,NA,NA,NA,NA,8.49,39,92.2,3.16,2.54,100,100,12,30.86,0,4.61,79.67,25.47,3.81,56,32.63,-911,19.67,-911,0,36.32,19.88,26.46
480,MUS,Mauritius,2007,99.7,46.47,NA,100,83.63,29.91,24.23,32.39,NA,100,0,97.9,18.17,28.32,28.32,100,100,92,94.36,5.44,91.46,99.3,83.63,68.97,92,43.7,29.91,47.18,100,5.44,83.96,39.08,57.03
